name	key	ref_name	ref_key	index	value	translation
667	653	TREE_DESC	Beech01low	0	Beech grows on a wide range of soil types provided they are not waterlogged. The tree canopy casts dense shade, and carpets the ground with dense leaf litter.	
667	654	TREE_DESC	Bush01	0	A small woody plant with multiple stems. 	
667	655	TREE_DESC	Bush02	0	A woody plant with multiple stems. 	
667	656	TREE_DESC	palm01	0	Most palm trees are distinguished by their large, compound, evergreen leaves arranged at the top of an unbranched stem. Palm trees inhabit different warm and tropical climates, from rainforests to deserts.	
667	657	TREE_DESC	palmplant01	0	Palm plants are short broad-leaved plants mostly found in warm and tropical climates. 	
667	658	TREE_DESC	Pine	0	Pines are evergreen, coniferous trees with thick and scaly bark. Pines can be found in the most regions of the Northern Hemisphere.	
667	659	TREE_DESC	Test	0	Conifers are evergreen trees with long, thin leaves with a needle-like appearance. They are the dominant plants in the boreal forests of the northern hemisphere.	
667	660	TREE_DESC	Tree2	0	Oaks are keystone species in a wide range of habitats from Mediterranean semi-desert to subtropical rainforest.	
667	661	TREE_DESC	Tree2variant	0	A generic broad-leaved tree	
667	662	TREE_DESC	Tree3variant	0	A generic broad-leaved tree	
667	663	TREE_DESC	treeForest	0	Wild conifers are tall evergreen trees with long, thin leaves with a needle-like appearance. They are the dominant plants in the boreal forests of the northern hemisphere.	
667	664	TREE_DESC	Conifer	0	Conifers are evergreen trees with long, thin leaves with a needle-like appearance. They are the dominant plants in the boreal forests of the northern hemisphere.	
667	665	TREE_DESC	Conifer2	0	Conifers are evergreen trees with long, thin leaves with a needle-like appearance. They are the dominant plants in the boreal forests of the northern hemisphere.	
667	666	TREE_DESC	Pine01low	0	Pines are evergreen, coniferous trees with thick and scaly bark. Pines can be found in the most regions of the Northern Hemisphere.	
1	2	OFFICE_NAME	Level1	0	Angry Clans Mobile Games	
1	2	OFFICE_NAME	Level1	1	Customer Service Services	
1	2	OFFICE_NAME	Level1	2	Solutions Inc.	
1	2	OFFICE_NAME	Level1	3	Top Banking	
1	2	OFFICE_NAME	Level1	4	Financial News	
1	2	OFFICE_NAME	Level1	5	Happy Face Travel Agency	
1	2	OFFICE_NAME	Level1	6	Trident Accounting	
1	3	OFFICE_NAME	Level2	0	Microndo Game Studio	
1	3	OFFICE_NAME	Level2	1	Live and Learn Training	
1	3	OFFICE_NAME	Level2	2	Albatross Publishing	
1	3	OFFICE_NAME	Level2	3	Fine Financial Services	
1	3	OFFICE_NAME	Level2	4	The Law Firm	
1	3	OFFICE_NAME	Level2	5	Business Planning Company	
1	3	OFFICE_NAME	Level2	6	Master Architects	
1	4	OFFICE_NAME	Level3	0	Superb Strategy Games	
1	4	OFFICE_NAME	Level3	1	Consultants Inc.	
1	4	OFFICE_NAME	Level3	2	AT-AT Mobile	
1	4	OFFICE_NAME	Level3	3	Prudence Insurances	
1	4	OFFICE_NAME	Level3	4	Goldwoman Investments	
1	4	OFFICE_NAME	Level3	5	Pear	
1	4	OFFICE_NAME	Level3	6	iServe Ltd.	
5	2	INDUSTRIAL_NAME	Level1	0	Frank's Fish Stick Factory	
5	2	INDUSTRIAL_NAME	Level1	1	Garments Limited	
5	2	INDUSTRIAL_NAME	Level1	2	Goods Unlimited	
5	2	INDUSTRIAL_NAME	Level1	3	Box Factory	
5	2	INDUSTRIAL_NAME	Level1	4	Ready To Wear Ltd	
5	2	INDUSTRIAL_NAME	Level1	5	Ice Cube Factory	
5	3	INDUSTRIAL_NAME	Level2	0	Best Parts	
5	3	INDUSTRIAL_NAME	Level2	1	Nylons Galore	
5	3	INDUSTRIAL_NAME	Level2	2	Frank's Fine Fish Stick Factory	
5	3	INDUSTRIAL_NAME	Level2	3	Quality Appliances	
5	3	INDUSTRIAL_NAME	Level2	4	Print Shop	
5	3	INDUSTRIAL_NAME	Level2	5	Household Goods Factory	
5	4	INDUSTRIAL_NAME	Level3	0	Fine Fashions	
5	4	INDUSTRIAL_NAME	Level3	1	High Tech Gadgets Ltd.	
5	4	INDUSTRIAL_NAME	Level3	2	Aero Designs	
5	4	INDUSTRIAL_NAME	Level3	3	Wayne Enterprises	
5	4	INDUSTRIAL_NAME	Level3	4	Frank's Gourmet Fish Stick Factory	
5	4	INDUSTRIAL_NAME	Level3	5	Eco Friendly Company	
5	6	INDUSTRIAL_NAME	IndustrialForestry	0	The Lumber Mill	
5	6	INDUSTRIAL_NAME	IndustrialForestry	1	Planks For Life	
5	6	INDUSTRIAL_NAME	IndustrialForestry	2	Original Wood Products	
5	6	INDUSTRIAL_NAME	IndustrialForestry	3	Fine Furniture	
5	6	INDUSTRIAL_NAME	IndustrialForestry	4	Pellet Fuels Ltd.	
5	6	INDUSTRIAL_NAME	IndustrialForestry	5	Lumber Company	
5	7	INDUSTRIAL_NAME	IndustrialFarming	0	Baconerie	
5	7	INDUSTRIAL_NAME	IndustrialFarming	1	Juice Press	
5	7	INDUSTRIAL_NAME	IndustrialFarming	2	Beef Cakes	
5	7	INDUSTRIAL_NAME	IndustrialFarming	3	Ready-Sliced Fruit	
5	7	INDUSTRIAL_NAME	IndustrialFarming	4	The Real Cereal	
5	7	INDUSTRIAL_NAME	IndustrialFarming	5	Ami's Baking Company	
5	7	INDUSTRIAL_NAME	IndustrialFarming	6	Bread And Beyond	
5	8	INDUSTRIAL_NAME	IndustrialOil	0	Refined Oil Company	
5	8	INDUSTRIAL_NAME	IndustrialOil	1	Goods From Oil Ltd.	
5	8	INDUSTRIAL_NAME	IndustrialOil	2	Plastic Perfection	
5	8	INDUSTRIAL_NAME	IndustrialOil	3	Bob's Plastic Bags	
5	9	INDUSTRIAL_NAME	IndustrialOre	0	Steelworks	
5	9	INDUSTRIAL_NAME	IndustrialOre	1	Zinc Products	
5	9	INDUSTRIAL_NAME	IndustrialOre	2	Iron Forge Ltd.	
5	9	INDUSTRIAL_NAME	IndustrialOre	3	Copper Company	
5	9	INDUSTRIAL_NAME	IndustrialOre	4	Ur Uranium	
10	6	EXTRACTOR_NAME	IndustrialForestry	0	Forestry Friends Ltd.	
10	6	EXTRACTOR_NAME	IndustrialForestry	1	Woody's Wood	
10	7	EXTRACTOR_NAME	IndustrialFarming	0	Animal Farm	
10	7	EXTRACTOR_NAME	IndustrialFarming	1	Mary's Livestock	
10	7	EXTRACTOR_NAME	IndustrialFarming	2	Orchard Company	
10	7	EXTRACTOR_NAME	IndustrialFarming	3	Fruit For All	
10	7	EXTRACTOR_NAME	IndustrialFarming	4	Phil's Fields	
10	8	EXTRACTOR_NAME	IndustrialOil	0	Pumping Is Our Business	
10	8	EXTRACTOR_NAME	IndustrialOil	1	Oil Producing Company	
10	9	EXTRACTOR_NAME	IndustrialOre	0	Mining Solutions	
10	9	EXTRACTOR_NAME	IndustrialOre	1	Ore Corporation	
11	12	BUILDING_NAME	Farming 4x4 Farm	0	Animal Farm	
11	12	BUILDING_NAME	Farming 4x4 Farm	1	Mary's Livestock	
11	13	BUILDING_NAME	Farming 4x4 Farm 2	0	Phil's Fields	
11	13	BUILDING_NAME	Farming 4x4 Farm 2	1	The Food Factory	
11	14	BUILDING_NAME	Farming 4x4 Farm 3	0	Orchard Company	
11	14	BUILDING_NAME	Farming 4x4 Farm 3	1	Fruit For All	
11	15	BUILDING_NAME	L3 3x2 Shop01	0	Big Bite Restaurant	
11	16	BUILDING_NAME	L3 2x2 Shop02	0	Hyper M Store	
11	17	BUILDING_NAME	L3 3x3 Shop06	0	Commercial Center	
11	18	BUILDING_NAME	L3 1x1 Shop	0	Dino Oil	
11	19	BUILDING_NAME	L2 2x3 Shop03	0	Best Sales Ever	
11	20	BUILDING_NAME	L1 1x1 Shop	0	Medium Mug Cafe	
11	21	BUILDING_NAME	H1 4x3 Shop02	0	MegaStore	
11	22	BUILDING_NAME	H1 4x3 Shop01	0	Commercial Center	
11	23	BUILDING_NAME	H2 1x1 Shop	0	General Store	
11	24	BUILDING_NAME	L1 3x2 Shop01	0	Big Bite Restaurant	
11	25	BUILDING_NAME	L1 4x3 Shop02a	0	Big Bite Restaurant	
26	2	COMMERCIAL_LOW_NAME	Level1	0	Quiet Corner Shop	
26	2	COMMERCIAL_LOW_NAME	Level1	1	General Store	
26	2	COMMERCIAL_LOW_NAME	Level1	2	Drug Store	
26	2	COMMERCIAL_LOW_NAME	Level1	3	Convenience Store	
26	2	COMMERCIAL_LOW_NAME	Level1	4	Neighborhood Shop	
26	3	COMMERCIAL_LOW_NAME	Level2	0	Organic Foods	
26	3	COMMERCIAL_LOW_NAME	Level2	1	Pharmacy	
26	3	COMMERCIAL_LOW_NAME	Level2	2	Drug Store 2.0	
26	3	COMMERCIAL_LOW_NAME	Level2	3	M&H Clothing	
26	3	COMMERCIAL_LOW_NAME	Level2	4	Busy Corner Shop	
26	4	COMMERCIAL_LOW_NAME	Level3	0	Fashionable Fashion Shoppe	
26	4	COMMERCIAL_LOW_NAME	Level3	1	Fancy Boutique	
26	4	COMMERCIAL_LOW_NAME	Level3	2	Supermarket	
26	4	COMMERCIAL_LOW_NAME	Level3	3	Organic Food Market	
26	4	COMMERCIAL_LOW_NAME	Level3	4	SuperPharmacy	
27	2	COMMERCIAL_HIGH_NAME	Level1	0	Multi Media Center	
27	2	COMMERCIAL_HIGH_NAME	Level1	1	Discount Sales	
27	2	COMMERCIAL_HIGH_NAME	Level1	2	Outlet Shop	
27	2	COMMERCIAL_HIGH_NAME	Level1	3	Buy It All Shop	
27	2	COMMERCIAL_HIGH_NAME	Level1	4	Shop Till You Drop Center	
27	3	COMMERCIAL_HIGH_NAME	Level2	0	All The Things Superstore	
27	3	COMMERCIAL_HIGH_NAME	Level2	1	New Commercial Center	
27	3	COMMERCIAL_HIGH_NAME	Level2	2	Home of the Stuff Store	
27	3	COMMERCIAL_HIGH_NAME	Level2	3	Home Improvement Center	
27	3	COMMERCIAL_HIGH_NAME	Level2	4	Neptune Media Store	
27	4	COMMERCIAL_HIGH_NAME	Level3	0	GigaStore	
27	4	COMMERCIAL_HIGH_NAME	Level3	1	Mega Shopping Center	
27	4	COMMERCIAL_HIGH_NAME	Level3	2	Boutiques Galore Shopping Mall	
27	4	COMMERCIAL_HIGH_NAME	Level3	3	The Company	
27	4	COMMERCIAL_HIGH_NAME	Level3	4	Best of the Best Shoppes	
28	2	RESIDENCE_LOW_PATTERN	Level1	0	The {0} Residence	
28	3	RESIDENCE_LOW_PATTERN	Level2	0	The {0} Residence	
28	4	RESIDENCE_LOW_PATTERN	Level3	0	The {0} Residence	
28	29	RESIDENCE_LOW_PATTERN	Level4	0	The {0} Residence	
28	30	RESIDENCE_LOW_PATTERN	Level5	0	The {0} Residence	
31	2	RESIDENCE_HIGH_PATTERN	Level1	0	The {0} Residence	
31	3	RESIDENCE_HIGH_PATTERN	Level2	0	The {0} Residence	
31	4	RESIDENCE_HIGH_PATTERN	Level3	0	The {0} Residence	
31	29	RESIDENCE_HIGH_PATTERN	Level4	0	The {0} Residence	
31	30	RESIDENCE_HIGH_PATTERN	Level5	0	The {0} Residence	
32		RESIDENCE_NAME		0	Lake	
32		RESIDENCE_NAME		1	Elm	
32		RESIDENCE_NAME		2	Oak	
32		RESIDENCE_NAME		3	Washington	
32		RESIDENCE_NAME		4	Pine	
32		RESIDENCE_NAME		5	Birch	
32		RESIDENCE_NAME		6	Park	
32		RESIDENCE_NAME		7	Cedar	
32		RESIDENCE_NAME		8	High	
32		RESIDENCE_NAME		9	Broad	
32		RESIDENCE_NAME		10	Walnut	
32		RESIDENCE_NAME		11	Maple	
32		RESIDENCE_NAME		12	Spring	
32		RESIDENCE_NAME		13	Cherry	
32		RESIDENCE_NAME		14	Spruce	
32		RESIDENCE_NAME		15	Highland	
32		RESIDENCE_NAME		16	Pleasant	
32		RESIDENCE_NAME		17	Madison	
32		RESIDENCE_NAME		18	Mill	
32		RESIDENCE_NAME		19	Green	
32		RESIDENCE_NAME		20	Elizabeth	
32		RESIDENCE_NAME		21	Hillside	
32		RESIDENCE_NAME		22	Meadow	
32		RESIDENCE_NAME		23	Grove	
32		RESIDENCE_NAME		24	Hickory	
32		RESIDENCE_NAME		25	Pearl	
32		RESIDENCE_NAME		26	Beech	
32		RESIDENCE_NAME		27	Sunset	
32		RESIDENCE_NAME		28	Valley	
32		RESIDENCE_NAME		29	Holly	
32		RESIDENCE_NAME		30	Myrtle	
32		RESIDENCE_NAME		31	Summit	
32		RESIDENCE_NAME		32	Sunset	
32		RESIDENCE_NAME		33	Prospect	
32		RESIDENCE_NAME		34	Fairview	
32		RESIDENCE_NAME		35	Poplar	
32		RESIDENCE_NAME		36	Birdsong	
32		RESIDENCE_NAME		37	Willow	
32		RESIDENCE_NAME		38	Briar Rose	
32		RESIDENCE_NAME		39	Franklin	
32		RESIDENCE_NAME		40	Hamilton	
32		RESIDENCE_NAME		41	Lafayette	
32		RESIDENCE_NAME		42	Laurel	
32		RESIDENCE_NAME		43	Olive	
32		RESIDENCE_NAME		44	Aspen	
32		RESIDENCE_NAME		45	Belmont	
32		RESIDENCE_NAME		46	Cypress	
32		RESIDENCE_NAME		47	Crescent	
32		RESIDENCE_NAME		48	King	
32		RESIDENCE_NAME		49	Beechwood	
32		RESIDENCE_NAME		50	Chestnut	
32		RESIDENCE_NAME		51	Hawthorne	
32		RESIDENCE_NAME		52	Lilac	
32		RESIDENCE_NAME		53	Linden	
32		RESIDENCE_NAME		54	Primrose	
32		RESIDENCE_NAME		55	Orchard	
32		RESIDENCE_NAME		56	Briarwood	
32		RESIDENCE_NAME		57	Cooper	
32		RESIDENCE_NAME		58	Fawn	
32		RESIDENCE_NAME		59	Magnolia	
32		RESIDENCE_NAME		60	Mulberry	
32		RESIDENCE_NAME		61	Strawberry	
32		RESIDENCE_NAME		62	Sycamore	
32		RESIDENCE_NAME		63	Woodland	
32		RESIDENCE_NAME		64	Brook	
32		RESIDENCE_NAME		65	Evergreen	
32		RESIDENCE_NAME		66	Heather	
32		RESIDENCE_NAME		67	Hickory	
32		RESIDENCE_NAME		68	Holly	
32		RESIDENCE_NAME		69	Ivy	
32		RESIDENCE_NAME		70	Rosewood	
32		RESIDENCE_NAME		71	Victoria	
32		RESIDENCE_NAME		72	Wood	
32		RESIDENCE_NAME		73	Anchor	
32		RESIDENCE_NAME		74	Autumn	
32		RESIDENCE_NAME		75	Cozy	
32		RESIDENCE_NAME		76	Foggy	
32		RESIDENCE_NAME		77	Crest	
32		RESIDENCE_NAME		78	Dale	
32		RESIDENCE_NAME		79	Glade	
32		RESIDENCE_NAME		80	Manor	
32		RESIDENCE_NAME		81	Middle	
32		RESIDENCE_NAME		82	Robin	
32		RESIDENCE_NAME		83	Umber	
32		RESIDENCE_NAME		84	Elk	
32		RESIDENCE_NAME		85	Applegate	
32		RESIDENCE_NAME		86	Amity	
32		RESIDENCE_NAME		87	Barlow	
32		RESIDENCE_NAME		88	Bedford	
32		RESIDENCE_NAME		89	Belmont	
32		RESIDENCE_NAME		90	Butler	
32		RESIDENCE_NAME		91	Chester	
32		RESIDENCE_NAME		92	Coleridge	
32		RESIDENCE_NAME		93	Concord	
32		RESIDENCE_NAME		94	Dean	
32		RESIDENCE_NAME		95	Empire	
32		RESIDENCE_NAME		96	Emerson	
32		RESIDENCE_NAME		97	Forrest	
32		RESIDENCE_NAME		98	Florence	
32		RESIDENCE_NAME		99	Garland	
32		RESIDENCE_NAME		100	Garnet	
32		RESIDENCE_NAME		101	Hemlock	
32		RESIDENCE_NAME		102	Kent	
32		RESIDENCE_NAME		103	Lynch	
32		RESIDENCE_NAME		104	Moore	
32		RESIDENCE_NAME		105	Myrtle	
32		RESIDENCE_NAME		106	Oriental	
32		RESIDENCE_NAME		107	Sheffield	
32		RESIDENCE_NAME		108	Daffodil	
32		RESIDENCE_NAME		109	Sterling	
32		RESIDENCE_NAME		110	Sunnyside	
32		RESIDENCE_NAME		111	Thornton	
32		RESIDENCE_NAME		112	Underhill	
32		RESIDENCE_NAME		113	Vermont	
33		DISTRICT_PATTERN		0	{0} Square	
33		DISTRICT_PATTERN		1	{0} Hills	
33		DISTRICT_PATTERN		2	{0} Park	
33		DISTRICT_PATTERN		3	{0} District	
33		DISTRICT_PATTERN		4	{0} Heights	
34		DISTRICT_NAME		0	Lake	
34		DISTRICT_NAME		1	Elm	
34		DISTRICT_NAME		2	Oak	
34		DISTRICT_NAME		3	Washington	
34		DISTRICT_NAME		4	Pine	
34		DISTRICT_NAME		5	Birch	
34		DISTRICT_NAME		6	Park	
34		DISTRICT_NAME		7	Cedar	
34		DISTRICT_NAME		8	High	
34		DISTRICT_NAME		9	Broad	
34		DISTRICT_NAME		10	Walnut	
34		DISTRICT_NAME		11	Maple	
34		DISTRICT_NAME		12	Spring	
34		DISTRICT_NAME		13	Cherry	
34		DISTRICT_NAME		14	Spruce	
34		DISTRICT_NAME		15	Highland	
34		DISTRICT_NAME		16	Pleasant	
34		DISTRICT_NAME		17	Madison	
34		DISTRICT_NAME		18	Mill	
34		DISTRICT_NAME		19	Green	
34		DISTRICT_NAME		20	Elizabeth	
34		DISTRICT_NAME		21	Hillside	
34		DISTRICT_NAME		22	Meadow	
34		DISTRICT_NAME		23	Grove	
34		DISTRICT_NAME		24	Hickory	
34		DISTRICT_NAME		25	Pearl	
34		DISTRICT_NAME		26	Beech	
34		DISTRICT_NAME		27	Sunset	
34		DISTRICT_NAME		28	Valley	
34		DISTRICT_NAME		29	Holly	
34		DISTRICT_NAME		30	Myrtle	
34		DISTRICT_NAME		31	Summit	
34		DISTRICT_NAME		32	Sunset	
34		DISTRICT_NAME		33	Prospect	
34		DISTRICT_NAME		34	Fairview	
34		DISTRICT_NAME		35	Poplar	
34		DISTRICT_NAME		36	Birdsong	
34		DISTRICT_NAME		37	Willow	
34		DISTRICT_NAME		38	Briar Rose	
34		DISTRICT_NAME		39	Franklin	
34		DISTRICT_NAME		40	Hamilton	
34		DISTRICT_NAME		41	Lafayette	
34		DISTRICT_NAME		42	Laurel	
34		DISTRICT_NAME		43	Olive	
34		DISTRICT_NAME		44	Aspen	
34		DISTRICT_NAME		45	Belmont	
34		DISTRICT_NAME		46	Cypress	
34		DISTRICT_NAME		47	Crescent	
34		DISTRICT_NAME		48	King	
34		DISTRICT_NAME		49	Beechwood	
34		DISTRICT_NAME		50	Chestnut	
34		DISTRICT_NAME		51	Hawthorne	
34		DISTRICT_NAME		52	Lilac	
34		DISTRICT_NAME		53	Linden	
34		DISTRICT_NAME		54	Primrose	
34		DISTRICT_NAME		55	Orchard	
34		DISTRICT_NAME		56	Briarwood	
34		DISTRICT_NAME		57	Cooper	
34		DISTRICT_NAME		58	Fawn	
34		DISTRICT_NAME		59	Magnolia	
34		DISTRICT_NAME		60	Mulberry	
34		DISTRICT_NAME		61	Strawberry	
34		DISTRICT_NAME		62	Sycamore	
34		DISTRICT_NAME		63	Woodland	
34		DISTRICT_NAME		64	Brook	
34		DISTRICT_NAME		65	Evergreen	
34		DISTRICT_NAME		66	Heather	
34		DISTRICT_NAME		67	Hickory	
34		DISTRICT_NAME		68	Holly	
34		DISTRICT_NAME		69	Ivy	
34		DISTRICT_NAME		70	Rosewood	
34		DISTRICT_NAME		71	Victoria	
34		DISTRICT_NAME		72	Wood	
34		DISTRICT_NAME		73	Anchor	
34		DISTRICT_NAME		74	Autumn	
34		DISTRICT_NAME		75	Cozy	
34		DISTRICT_NAME		76	Foggy	
34		DISTRICT_NAME		77	Crest	
34		DISTRICT_NAME		78	Dale	
34		DISTRICT_NAME		79	Glade	
34		DISTRICT_NAME		80	Manor	
34		DISTRICT_NAME		81	Middle	
34		DISTRICT_NAME		82	Robin	
34		DISTRICT_NAME		83	Umber	
34		DISTRICT_NAME		84	Elk	
34		DISTRICT_NAME		85	Applegate	
34		DISTRICT_NAME		86	Amity	
34		DISTRICT_NAME		87	Barlow	
34		DISTRICT_NAME		88	Bedford	
34		DISTRICT_NAME		89	Belmont	
34		DISTRICT_NAME		90	Butler	
34		DISTRICT_NAME		91	Chester	
34		DISTRICT_NAME		92	Coleridge	
34		DISTRICT_NAME		93	Concord	
34		DISTRICT_NAME		94	Dean	
34		DISTRICT_NAME		95	Empire	
34		DISTRICT_NAME		96	Emerson	
34		DISTRICT_NAME		97	Forrest	
34		DISTRICT_NAME		98	Florence	
34		DISTRICT_NAME		99	Garland	
34		DISTRICT_NAME		100	Garnet	
34		DISTRICT_NAME		101	Hemlock	
34		DISTRICT_NAME		102	Kent	
34		DISTRICT_NAME		103	Lynch	
34		DISTRICT_NAME		104	Moore	
34		DISTRICT_NAME		105	Myrtle	
34		DISTRICT_NAME		106	Oriental	
34		DISTRICT_NAME		107	Sheffield	
34		DISTRICT_NAME		108	Daffodil	
34		DISTRICT_NAME		109	Sterling	
34		DISTRICT_NAME		110	Sunnyside	
34		DISTRICT_NAME		111	Thornton	
34		DISTRICT_NAME		112	Underhill	
34		DISTRICT_NAME		113	Vermont	
TUTORIAL_TITLE	CameraNotZoomed	TUTORIAL_TITLE	CameraNotZoomed	0	Zoom camera	
668	CameraNotMoved	TUTORIAL_TITLE	CameraNotMoved	0	Pan camera	
668	CameraNotRotated	TUTORIAL_TITLE	CameraNotRotated	0	Rotate camera	
668	CameraNotTilted	TUTORIAL_TITLE	CameraNotTilted	0	Tilt camera	
668	ZoningNotUsed	TUTORIAL_TITLE	ZoningNotUsed	0	New zone available! 	
668	ZoningDemandResidentialLow	TUTORIAL_TITLE	ZoningDemandResidentialLow	0	Build more residential zone	
668	ZoningDemandCommercialLow	TUTORIAL_TITLE	ZoningDemandCommercialLow	0	Build more commercial zone	
668	ZoningDemandIndustrial	TUTORIAL_TITLE	ZoningDemandIndustrial	0	Build more industrial zone	
668	BuildingAbandonedFirst	TUTORIAL_TITLE	BuildingAbandonedFirst	0	Abandoned building 	
668	BuildingAbandonedLong	TUTORIAL_TITLE	BuildingAbandonedLong	0	Abandoned building 	
668	BuildingOnFire	TUTORIAL_TITLE	BuildingOnFire	0	A building is on fire!	
668	BuildingBurned	TUTORIAL_TITLE	BuildingBurned	0	A building has burned down	
668	ServiceNotUsed	TUTORIAL_TITLE	ServiceNotUsed	0	New services! 	
668	BuildingNotUsed	TUTORIAL_TITLE	BuildingNotUsed	0	New building!	
668	GarbageNeeded	TUTORIAL_TITLE	GarbageNeeded	0	Garbage is piling up 	
668	PoliceNeeded	TUTORIAL_TITLE	PoliceNeeded	0	Crime is high 	
668	HealthcareNeeded	TUTORIAL_TITLE	HealthcareNeeded	0	Low health 	
668	EducationNeeded	TUTORIAL_TITLE	EducationNeeded	0	Education needed 	
668	WaterAndSewageNeeded	TUTORIAL_TITLE	WaterAndSewageNeeded	0	City needs more water	
668	ElectricityNeeded	TUTORIAL_TITLE	ElectricityNeeded	0	City needs more power	
668	BeautificationNeeded	TUTORIAL_TITLE	BeautificationNeeded	0	Low happiness	
668	DrainPipeMissing	TUTORIAL_TITLE	DrainPipeMissing	0	Drain pipe needed!	
668	WaterPumpMissing	TUTORIAL_TITLE	WaterPumpMissing	0	Water pump needed!	
668	ConnectionNotUsed	TUTORIAL_TITLE	ConnectionNotUsed	0	Outside connection needed 	
668	ResourceNotUsed	TUTORIAL_TITLE	ResourceNotUsed	0	Get your production started 	
668	BuyLand	TUTORIAL_TITLE	BuyLand	0	Buy new land	
668	TrafficJam	TUTORIAL_TITLE	TrafficJam	0	Traffic is jammed	
668	RoadNeeded	TUTORIAL_TITLE	RoadNeeded	0	Road proximity needed	
668	WaterNeeded	TUTORIAL_TITLE	WaterNeeded	0	Place next to water	
668	Speed	TUTORIAL_TITLE	Speed	0	Want to speed things up?	
668	Pause	TUTORIAL_TITLE	Pause	0	Game Paused	
668	Economy	TUTORIAL_TITLE	Economy	0	Economy panel unlocked	
668	Help	TUTORIAL_TITLE	Help	0	Need more information?	
668	NoMoney	TUTORIAL_TITLE	NoMoney	0	Not enough money!	
668	RoadUpgradeNonroad	TUTORIAL_TITLE	RoadUpgradeNonroad	0	Click on an existing road!	
668	InfoView	TUTORIAL_TITLE	InfoView	0	Info views	
668	GrowCity	TUTORIAL_TITLE	GrowCity	0	Grow the city	
668	UnfinishedLine	TUTORIAL_TITLE	UnfinishedLine	0	Line not finished	
668	Milestone	TUTORIAL_TITLE	Milestone	0	Reach a milestone	
668	SubtoolRoad	TUTORIAL_TITLE	SubtoolRoad	0	More options	
668	SubtoolZoning	TUTORIAL_TITLE	SubtoolZoning	0	More options	
668	UpgradeRoad	TUTORIAL_TITLE	UpgradeRoad	0	Upgrade roads	
668	FirstDeath	TUTORIAL_TITLE	FirstDeath	0	Cemetery needed	
668	CloseMenu	TUTORIAL_TITLE	CloseMenu	0	Back to normal view	
668	Bulldozer	TUTORIAL_TITLE	Bulldozer	0	Not where you want it?	
668	CemeteryFull	TUTORIAL_TITLE	CemeteryFull	0	Cemetery Full	
668	HarborConnectionNeeded	TUTORIAL_TITLE	HarborConnectionNeeded	0	Route needed	
668	WrongStationType	TUTORIAL_TITLE	WrongStationType	0	Wrong station type	
668	BulldozerTip	TUTORIAL_TITLE	BulldozerTip	0	Bulldozer	
668	LandfillFull	TUTORIAL_TITLE	LandfillFull	0	Facility full	
668	SetPolicy	TUTORIAL_TITLE	SetPolicy	0	Set policies	
668	SetDistrict	TUTORIAL_TITLE	SetDistrict	0	Set Districts	
668	AboutWindVelocity	TUTORIAL_TITLE	AboutWindVelocity	0	Placing Wind Turbines	
668	OneWayRoads	TUTORIAL_TITLE	OneWayRoads	0	One-Way Roads	
668	InfoWindows	TUTORIAL_TITLE	InfoWindows	0	Info Windows	
668	TooMuchStock	TUTORIAL_TITLE	TooMuchStock	0	Production Surplus	
668	NoCustomers	TUTORIAL_TITLE	NoCustomers	0	No Customers!	
668	BuildRoad	TUTORIAL_TITLE	BuildRoad	0	Build Roads	
668	FirstZone	TUTORIAL_TITLE	FirstZone	0	Starting building your city	
668	RenameObject	TUTORIAL_TITLE	RenameObject	0	Renaming	
668	ElevatedRoad	TUTORIAL_TITLE	ElevatedRoad	0	Elevated Roads	
668	Crossroads	TUTORIAL_TITLE	Crossroads	0	Crossroads and traffic	
668	GetLoan	TUTORIAL_TITLE	GetLoan	0	Running out of money?	
668	ElectricityNeeded2	TUTORIAL_TITLE	ElectricityNeeded2	0	Disconnected Power Grids?	
668	WaterAndSewageNeeded2	TUTORIAL_TITLE	WaterAndSewageNeeded2	0	Pipeline Problems?	
668	TaxesHigh	TUTORIAL_TITLE	TaxesHigh	0	Taxes too high!	
668	FacilityEmpty	TUTORIAL_TITLE	FacilityEmpty	0	Facility empty	
668	FirstLevelUp	TUTORIAL_TITLE	FirstLevelUp	0	A building has leveled up!	
668	FirstInfoWindowZoned	TUTORIAL_TITLE	FirstInfoWindowZoned	0	How is the building doing?	
668	AboutChirper	TUTORIAL_TITLE	AboutChirper	0	Chirper	
TUTORIAL_TEXT	669	TUTORIAL_TEXT	CameraNotZoomed	0	Use mouse wheel or <setting cameraZoomCloser>/<setting cameraZoomAway> to zoom in and out. 	
739	670	TUTORIAL_TEXT	CameraNotMoved	0	Use <setting cameraMoveForward>/<setting cameraMoveLeft>/<setting cameraMoveBackward>/<setting cameraMoveRight> keys to pan camera.	
739	671	TUTORIAL_TEXT	CameraNotRotated	0	Hold <setting cameraMouseRotate> and move the mouse left and right.	
739	672	TUTORIAL_TEXT	CameraNotTilted	0	Hold <setting cameraMouseRotate> and move the mouse up and down.	
739	673	TUTORIAL_TEXT	ZoningNotUsed	0	Have you noticed you can now zone {0}?	
739	674	TUTORIAL_TEXT	ZoningDemandResidentialLow	0	Residential zone is in great demand as there are not enough homes for everyone. Zone new residential areas to provide housing for your citizens.	
739	675	TUTORIAL_TEXT	ZoningDemandCommercialLow	0	People want places to shop and enjoy themselves. Zone more commercial zone to get more shops and recreational facilities in the city!	
