name	key	ref_name	ref_key	index	value	translation
###HEADER	version-etc	###HEADER	version-etc	0	<<00000003FEFE>>			
###HEADER	class	###HEADER	class	1	ColossalFramework.Globalization.Locale, ColossalManaged, Version=0.3.0.0, Culture=neutral, PublicKeyToken=null			
###HEADER	native-name	###HEADER	native-name	2	ENGLISH			
###HEADER	english-name	###HEADER	english-name	3	(ENGLISH)			
###HEADER	app-id	###HEADER	app-id	4	<<00000000>>			
###HEADER	index-count	###HEADER	index-count	5	[[0x34F]]			
CHIRP_TREASURE_HUNT		CHIRP_TREASURE_HUNT		0	[[0xC]]			
1988	1821	BUILDING_DESC	ROJ Small Metro Terminal	0	Subway station building built in collaboration with local government.			
1988	1822	BUILDING_DESC	ROJ Small Station Market	0	Small shopping mall near station.			
1988	1823	BUILDING_DESC	ROJ Large Station Front Plaza	0	Put this large plaza near the station for people to relax.			
1988	1824	BUILDING_DESC	ROJ Small Station Front Plaza	0	Put this small plaza near the station for people to relax.			
1988	1825	BUILDING_DESC	Biodome	0	A variety of endangered plants, insects and birds find refuge in these climate controlled structures. Visitors get to explore a completely different ecosystem without having to travel around the world. Animal species that might otherwise go extinct can live safely and peacefully while receiving the care they need to survive.			
1988	1826	BUILDING_DESC	Cryopreservatory	0	This controversial building stores the clinically deceased until the technology becomes available to revive them. Cryonics allows living matter to be preserved for extended periods of time. Bodies are lowered into underground nitrogen tanks after which their temperature is lowered to -196 degrees centigrade. 			
1988	1827	BUILDING_DESC	Electric Car Factory	0	This plant produces vehicles with a very low carbon footprint. Customers can purchase cars directly from the in-house showroom. The factory ground is also home to the company’s design and distribution departments, located inside an office tower. The company prides itself in making electric cars affordable for the average citizen. 			
1988	1828	BUILDING_DESC	Faculty	0	University students who wish to specialize in certain areas go to these Faculty buildings. Each building educates citizens in one subject, like astronomy, arts, biology or law. Students can pick and choose to go to one of these buildings or a main University, but each Faculty building operates individually.			
1988	1829	BUILDING_DESC	Intelligence Agency	0	This government building gathers information and enforces mass surveillance throughout your region. With an ever growing need for high profile security measures, your city can now task the Central Police Intelligence Agency (CPI) with public as well as covert operations. 			
1988	1830	BUILDING_DESC	Medical Laboratory	0	Biochemists and pathologists analyze clinical samples and groups of patients while creating new types of pharmaceutical medicine. The Medical Laboratory is a special Healthcare institution which not only treats patients but also analyzes viral infections. 			
1988	1831	BUILDING_DESC	Nanotechnology Center	0	Cutting edge development center where physicists experiment with devices and materials at a molecular scale. Nanotechnology revolves around manipulating matter with extreme precision, invisible to the naked eye. The Center is shaped after a carbon fullerene, which has a molecular structure often associated with nanotechnology.			
1988	1832	BUILDING_DESC	Research Center	0	Scientists from all over the world gather at RDC to develop the latest technological advancements. The Research Center houses a multidisciplinary staff of engineers, biologists, chemists and mathematicians. RDC hosts many science related conventions which attract a host of highly educated researchers. 			
1988	1833	BUILDING_DESC	Robotics Institute	0	Head office for a large corporation which creates autonomous robots and military drones. The Robotics Institute deals with a variety of automated machines intended for industrial and commercial usage. Many of these machines are intended for hazardous environments.			
1988	1834	BUILDING_DESC	Semiconductor Plant	0	This plant manufactures high performance processing units for computers, mobile phones and medical equipment. The foundry features two very large redundant production lines which have to be kept isolated from dust and other exterior elements due to the tiny scale at which microcircuits are created. 			
1988	1835	BUILDING_DESC	Software Development Studio	0	Office building where programmers and software engineers create operating systems and security packages. The building is inspired by the company brand name ‘Starboard Software’, mimicking a ship’s hull and deck. The company has been dominating the industry for decades.			
1988	1836	BUILDING_DESC	Space Shuttle Launch Site	0	Launch facility for a reusable space orbiter. The shuttle is used to deliver and maintain artificial satellites. At launch, two solid rocket boosters push the craft into earth’s upper atmosphere. The facility deals with highly flammable propellants, so emergency personnel should stand guard nearby.			
1988	1837	BUILDING_DESC	Television Station	0	Citizens receive their daily headlines from this public service broadcasting station which employs a large number of journalists. Communications Service 1 (CS1) is an international distributor for a whole range of programs and shows. The station features a telecommunications tower capable of transmitting radio and television. 			
1988	1838	BUILDING_DESC	Vertical Farm	0	Vertical farming is the ultimate solution to agriculture in an urbanized world. This structure has vertically stacked floors allowing a large number of crops to be grown in a relatively small area. Many floors are enclosed similarly to greenhouses, while others are open to outside weather conditions. 			
1988	1839	BUILDING_DESC	Wave Power Plant	0	Harness the kinetic power of water with an affordable Wave Power Plant. Waves are created by wind passing over the water’s surface. Strong wind speed pushes the water into a series of reservoirs, which then feed the interior generators to produce power. Cables are used to deliver the electricity onshore.			
1988	1840	BUILDING_DESC	police_station_EU	0	Police cars are dispatched from the Police Station to patrol the city and respond to criminal activity.			
1988	1841	BUILDING_DESC	Police Headquarters EU	0	The Police Headquarters can maintain a large fleet of police patrol cars and respond to numerous incidents at the same time. Police presence helps control the crime rate and keeps citizens safe and happy.			
1988	1842	BUILDING_DESC	Fire_Station_EU	0	Fire Stations can maintain a large number of firefighters and fire engines and respond to multiple simultaneous emergencies around the city.			
1988	1843	BUILDING_DESC	firehouse_EU	0	Fight against fires by building a Fire House. Fire houses maintain firefighter teams and fire engines that will respond to fire emergencies.			
1988	1844	BUILDING_DESC	medicalclinicEU	0	The Medical Clinic is a small healthcare facility. Each patient takes up one bed for some time, so make sure there are enough healthcare facilities in the city to handle all patients. Sufficient healthcare will keep your citizens healthy.			
1988	1845	BUILDING_DESC	hospital_EU	0	The Hospital treats citizens who fall ill or have an accident. Each patient takes up one bed for some time, so make sure there are enough hospitals in the city to handle all patients, otherwise city health can fall. The Hospital has a helipad and can accept helicopters.			
1988	1846	BUILDING_DESC	Elementary_School_EU	0	Elementary Schools educate children. Placing one makes the neighborhood more attractive to families with children. Education is a requirement for buildings to level up. \n\nOnly children can attend elementary school.\n			
1988	1847	BUILDING_DESC	highschool_EU	0	High Schools educate teenagers to prepare them to become educated workers. Education is a requirement for buildings to level up. Higher level industry requires educated workers. \n\nOnly teenagers can attend high school.\n			
1988	1848	BUILDING_DESC	University_EU	0	The University provides education for young adults. Without a university they will find jobs instead of getting more education. Education is a requirement for buildings to level up. Higher level industry requires educated workers. Only young adults can attend the university.			
1988	1849	BUILDING_DESC	hypermarket	0	If a supermarket is not enough for you, this is your choice. Hypermarket has everything from groceries to home appliances under one roof. And that's not all! There is free parking 24/7 and special discounts every day! 			
1988	1850	BUILDING_DESC	government_offices	0	Government offices. You will never find a more scrupulous hive of bureaucrats and administrators.			
1988	1851	BUILDING_DESC	city_hall	0	The City Hall houses the city council and its associated departments and their employees. City hall is usually used for the council meeting, but may also be used for various public meetings and events.			
1988	1852	BUILDING_DESC	amsterdam_palace	0	Originally built to serve as a city hall, but its fancy decoration and functional layout attracted the local royalty to acquire the premises as their permanent residence. 			
1988	1853	BUILDING_DESC	theatre	0	Theatrical plays and musical concerts are best experienced in a proper theater built to honor the traditional performance arts. 			
1988	1854	BUILDING_DESC	cinema	0	See all the latest blockbusters and hot indie movies from the silver screen. 			
1988	1855	BUILDING_DESC	cathedral_of_cologne	0	This huge medieval church took over 100 years to build. It's no wonder that it is still the largest cathedral in Europe. 			
1988	1856	BUILDING_DESC	shopping_center	0	This building forms a complex of shops, cafes, restaurants and other retail facilities. An excellent place to hang out with your friends or go crazy with your credit card. 			
1988	1857	BUILDING_DESC	department_store	0	A retail establishment offering a wide variety of consumer goods which are featured in their own departments in the store.			
1988	1858	BUILDING_DESC	london_eye_anim	0	This 135-meter tall structure is the world's tallest Ferris wheel also known as the Millennium Wheel. Its wheel is 120 meters in diameter and supported by steel cables. It looks like a giant bicycle wheel. 			
1988	1859	BUILDING_DESC	Big_Ben	0	This supersized clock tower is perhaps the best-known symbol of the United Kingdom. With this famously reliable clock, you will never miss tea time again.			
1988	1860	BUILDING_DESC	arena	0	Football and track and field sports are at their best in an open-air sports arena. Natural sunshine and fresh air make the events much more enjoyable. Except when it's raining, that is. 			
1988	1861	BUILDING_DESC	gherkin	0	This eccentric skyscraper is a hub for financial business and has a very nice restaurant with a 360-degree view at the top floor. 			
1988	1862	BUILDING_DESC	Tennis_Court_EU	0	Tennis is a sport that requires a court with a proper surface and equipment to play. With this high-quality tennis court, you can let the noble sport of tennis flourish in the city. 			
1988	1863	BUILDING_DESC	Winter Market 01	0	Traditional Winter Market is finally here! This well-known full of scent street market offers delicious food, warm drinks and unique handicrafts from open-air stalls. Once build citizens will join the celebration of the genuine holiday spirit with their families and friends. 			
1988	1864	BUILDING_DESC	H_Hub01	0	This station is a multi-platform metro and train hub housed inside a big glass box.			
1988	1865	BUILDING_DESC	H_Hub02_A	0	A Multi-Platform below ground metro station with a bustling plaza on top			
1988	1866	BUILDING_DESC	H_Hub03	0	Multi-platform train station hub that has and elevated and a sunken level to allow separate train networks to cross-connect.			
1988	1867	BUILDING_DESC	H_Hub03 sub1	0	Multi-platform train station hub that has and elevated and a sunken level to allow separate train networks to cross-connect.			
1988	1868	BUILDING_DESC	H_Hub04	0	This is a multi-platform elevated station positioned over a market place that has been operating for many years.			
1988	1869	BUILDING_DESC	H_Hub04 sub1	0	This is a multi-platform elevated station positioned over a market place that has been operating for many years.			
1988	1870	BUILDING_DESC	M_Elevated Metro Station Bypass	0	This is a suburban elevated metro station. Compact and allows metro trains to zoom overhead through your city.			
1988	1871	BUILDING_DESC	M_Elevated Metro Station Dual Island	0	A compact, space saving elevated metro station with 4 platforms. 2 upline and 2 downline.			
1988	1872	BUILDING_DESC	M_Elevated Metro Station Island	0	A Compact, space saving elevated metro station with 2 platforms. 1 upline and 1 downline.			
1988	1873	BUILDING_DESC	M_Metro Bypass Station	0	Open to the surface, this below ground station has 2 platforms and 2 inside tracks for express trains to bypass the stop.			
1988	1874	BUILDING_DESC	M_Metro Bypass Station sub1 1	0	Open to the surface, this below ground station has 2 platforms and 2 inside tracks for express trains to bypass the stop.			
1988	1875	BUILDING_DESC	M_Metro Dual Island Station	0	Open to the surface, this below ground station has 4 platforms, 2 upline and 2 downline.			
1988	1876	BUILDING_DESC	M_Metro Island Station	0	Open to the surface, this below ground station has 2 platforms, 1 upline and 1 downline.			
1988	1877	BUILDING_DESC	T_Elevated Bypass Train Station	0	This elevated train station has 2 platforms and 2 inside tracks for express trains to bypass the stop. The parking lot is a great place for citizens to park and ride.			
1988	1878	BUILDING_DESC	T_Elevated Bypass Train Station Sub1	0	This elevated train station has 2 platforms and 2 inside tracks for express trains to bypass the stop. The parking lot is a great place for citizens to park and ride.			
1988	1879	BUILDING_DESC	T_Elevated Dual Island Train Station	0	This elevated train station has 4 platforms, 2 upline and 2 downline. The parking lot is a great place for citizens to park and ride.			
1988	1880	BUILDING_DESC	T_Elevated Dual Island Train Station Sub1	0	This elevated train station has 4 platforms, 2 upline and 2 downline. The parking lot is a great place for citizens to park and ride.			
1988	1881	BUILDING_DESC	T_Elevated Island Train Station	0	This elevated train station has 2 platforms, 1 upline and 1 downline. The parking lot is a great place for citizens to park and ride.			
1988	1882	BUILDING_DESC	T_Elevated Island Platform Sub1	0	This elevated train station has 2 platforms, 1 upline and 1 downline. The parking lot is a great place for citizens to park and ride.			
1988	1883	BUILDING_DESC	T_Ground Bypass Train Station	0	This ground bypass train station has 2 platforms and 2 inside tracks for express trains to bypass the stop. The parking lot is a great place for citizens to park and ride.			
1988	1884	BUILDING_DESC	T_Ground Bypass Train Station Sub2	0	This train station has 2 platforms and 2 inside tracks for express trains to bypass the stop. The parking lot is a great place for citizens to park and ride.			
1988	1885	BUILDING_DESC	T_Ground Dual Island Train Station	0	This train station has 4 platforms, 2 upline and 2 downline. The parking lot is a great place for citizens to park and ride.			
1988	1886	BUILDING_DESC	T_Ground Dual Island Train Station sub1	0	This train station has 4 platforms, 2 upline and 2 downline. The parking lot is a great place for citizens to park and ride.			
1988	1887	BUILDING_DESC	T_Ground Island Train Station	0	This train station has 2 platforms , 1 upline and 1 downline. The parking lot is a great place for citizens to park and ride.			
1988	1888	BUILDING_DESC	ccp8-na2lane_pillar	0	Pillar asset of American Two-Lane Truss Bridge			
1988	1889	BUILDING_DESC	ccp8-euro4lane_pillar	0	Pillar asset of European Four-Lane Stone Bridge			
1988	1890	BUILDING_DESC	ccp8-na4lane_pillar	0	Pillar asset of American Four-Lane Truss Bridge			
1988	1891	BUILDING_DESC	ccp8-na6lane_pillar	0	Pillar asset of American Six-Lane Stone Bridge			
1988	1892	BUILDING_DESC	ccp8-naped_pillar	0	Pillar asset of American Pedestrian Bridge			
1988	1893	BUILDING_DESC	ccp8-hstrail_pillar	0	Pillar asset of High Speed Rail Viaduct			
1988	1894	BUILDING_DESC	ccp8-eurorail1_pillar	0	Pillar asset of European Rail Bridge 1			
1988	1895	BUILDING_DESC	ccp8-eurorail2_pillar	0	Pillar asset of European Rail Bridge 2			
1988	1896	BUILDING_DESC	ccp8-highway_pillar	0	Pillar asset of Three-Lane Highway Viaduct			
1988	1897	BUILDING_DESC	ccp8-pier-seine	0	Simple, decorative pier with small entertainment radius, based on the ones located on Seine river.			
1988	1898	BUILDING_DESC	ccp8-pier-rhine	0	Simple, decorative pier with small entertainment radius, based on the ones located on Rhine river.			
1988	1899	BUILDING_DESC	Monorail-Tram Hub with Road	0	This transportation hub comes with a stretch of road, which has built-in tram tracks, and a monorail station situated above it.			
1988	1900	BUILDING_DESC	Metro-Tram Hub with Road	0	This transportation hub comes with a stretch of road, which has built-in tram tracks. Citizens can cross to the median to get to tram tracks or continue below ground to use the built-in metro stops.			
1988	1901	BUILDING_DESC	Decoration Concrete Parking Lot 01	0	A small park that citizens will visit and enjoy parking their car in.			
1988	1902	BUILDING_DESC	Decoration Concrete Parking Lot 02	0	A large park that citizens will visit and enjoy parking their car in.			
1988	1903	BUILDING_DESC	Metro-Train-Monorail-Tram Hub with Road	0	This transportation hub comes with a stretch of road, which has built-in tram tracks and monorail platforms. With above ground and elevated train platforms and underground, ground and elevated metro platforms this hub is fully equipped to service your city!			
1988	1904	BUILDING_DESC	Decoration Concrete Parking Lot 03	0	A parking building that citizens will visit and enjoy parking their car in.			
1988	1905	BUILDING_DESC	Underground-Ground-Elevated Metro Hub	0	This large station comes with underground, ground and elevated metro tracks. A tool for all metro enthusiasts to use in creating locations where multiple metro lines converge.			
1988	1906	BUILDING_DESC	Bus-Train-Tram Hub	0	This bus station has been expanded with elevated train tracks, and an indoor tram platform. This combination of basic transportation methods provides an intriguing option for public transport management.			
1988	1907	BUILDING_DESC	Ferry-Tram Hub	0	This small ferry stop comes with an integrated tram track, which allows passengers fast access into the city's public transport system.			
1988	1908	BUILDING_DESC	Harbor02	0	This larger variant of the harbor has two piers that provide outside connection to the city by sea and an integrated bus station to allow passengers fast access into the city's public transport system.			
1988	1909	BUILDING_DESC	Harbor02-Monorail Hub	0	This larger variant of the harbor has two piers that provide outside connection to the city by sea, and both an integrated bus station and a monorail platform to allow passengers fast access into the city's public transport system.			
1988	1910	BUILDING_DESC	Harbor-Ferry Pier	0	This harbor building comes with a large ferry stop, allowing for a more optimized water transportation experience.			
1988	1911	BUILDING_DESC	Higher Capacity Fire Helicopter Depot	0	Fire helicopter depots house fire fighting helicopters, which can reach fires with no road access and are not hindered by traffic. These helicopters can also extinguish forest fires, when alerted by Firewatch Towers. Fire helicopters don’t have a range, but help out the Fire Brigade when needed.			
1988	1912	BUILDING_DESC	Higher Capacity Medical Helicopter Depot	0	Medical helicopter depots send out helicopters to pick up patients and bring them to hospitals or clinics. Helicopters can reach locations with no road access and are not hindered by traffic.			
1988	1913	BUILDING_DESC	Higher Capacity Police Helicopter Depot	0	Police helicopter depots send out helicopters to patrol the city. Patrolling helps lower the crime rate.			
1988	1914	BUILDING_DESC	Rescue Helicopter Depot	0	Disaster Response Air Base sends out helicopters to clear rubble and rescue survivors from buildings that either burned down, or were hit by a disaster. After the area has been secured, the ground is free for rebuilding.			
1988	1915	BUILDING_DESC	Birthday Plaza 01	0	A place for citizens to celebrate the birthday of Cities:Skylines. Cake for all!			
1988	1916	BUILDING_DESC	MP22_hotel-wild	0	A small mountain hotel with many attic rooms.			
1988	1917	BUILDING_DESC	MP22_hotel-mount	0	A luxury mountain hotel with spa.			
1988	1918	BUILDING_DESC	MP22_hotel-garden	0	A mountain hotel with a restaurant.			
1988	1919	BUILDING_DESC	MP22_hotel-le-alps	0	A large mountain hotel with many rooms.			
1988	1920	BUILDING_DESC	MP22_santa-lodge	0	A small lodge with many attic rooms.			
1988	1921	BUILDING_DESC	MP22_hotel-madonna	0	A small romantic mountain hotel.			
1988	1922	BUILDING_DESC	MP22_avalanche-lodge	0	A medium-size mountain lodge.			
1988	1923	BUILDING_DESC	MP22_spruce-lodge	0	A large lodge with many rooms.			
1988	1924	BUILDING_DESC	MP22_lake-lodge	0	A romantic lodge for weddings.			
1988	1925	BUILDING_DESC	MP22_hotel-alda	0	A medium-size mountain hotel.			
1988	1926	BUILDING_DESC	MP22_creek-lodge	0	A large mountain lodge with many rooms.			
1988	1927	BUILDING_DESC	MP22_hotel_place	0	A mountain hotel with wellness spa.			
1988	1928	BUILDING_DESC	MP22_lodge-and-restaurant	0	A mountain lodge with a restaurant.			
1988	1929	BUILDING_DESC	MP22_hotel-castle	0	A mountain hotel with a castle design.			
1988	1930	BUILDING_DESC	MP22_mountain-inn	0	A mountain inn with cheap accommodation.			
1988	1931	BUILDING_DESC	MP22_hotel-monte	0	A medium-size mountain hotel.			
1988	1932	BUILDING_DESC	MP22_mountain-plaza	0	A mountain plaza for many visitors.			
1988	1933	BUILDING_DESC	MP22_hotel-ice-hill	0	A large hotel with many rooms.			
1988	1934	BUILDING_DESC	MP22_linda-lodge	0	A medium lodge with a restaurant.			
1988	1935	BUILDING_DESC	MP22_hotel-blue-peak	0	A small mountain hotel.			
1988	1936	BUILDING_DESC	MP22_ria-lodge	0	A small mountain lodge.			
1988	1937	BUILDING_DESC	MP22_hotel-la-ela	0	A mountain hotel with a restaurant.			
1988	1938	BUILDING_DESC	MP22_hotel-pine	0	A small mountain hotel.			
1988	1939	BUILDING_DESC	MP22_spring-resort	0	A large mountain resort for many visitors.			
1988	1940	BUILDING_DESC	MP22_sun-lodge	0	A large lodge with many rooms.			
1988	1941	BUILDING_DESC	MP22_two-mount-lodge	0	A medium-size mountain lodge.			
1988	1942	BUILDING_DESC	MP22_buffalo-resort	0	A mountain resort for summer and winter activities.			
1988	1943	BUILDING_DESC	MP22_hotel-el-torino	0	A small romantic hotel.			
1988	1944	BUILDING_DESC	MP22_snow-lodge	0	A medium lodge with a restaurant.			
1988	1945	BUILDING_DESC	MP22_ice-wind-lodge	0	A large mountain lodge with many rooms.			
1988	1946	BUILDING_DESC	MP22_police-station	0	The police station in mountain theme.			
1988	1947	BUILDING_DESC	MP22_fire-station	0	The fire station in mountain theme.			
1988	1948	BUILDING_DESC	MP22_healthcare-service	0	The healthcare service in mountain theme.			
1988	1949	BUILDING_DESC	MP22_open-air-restaurant	0	An open-air restaurant.			
1988	1950	BUILDING_DESC	MP22_sightseeing-tower	0	A sightseeing tower with a shelter.			
1988	1951	BUILDING_DESC	MP22_mountain-stage	0	A mountain stage for small concerts.			
1988	1952	BUILDING_DESC	MP22_gazebo-park	0	A small park with a rectangle gazebo.			
1988	1953	BUILDING_DESC	MP22_picnic-area	0	A picnic area for many visitors.			
1988	1954	BUILDING_DESC	MP22_mountain-gate	0	A mountain gate with an information table.			
1988	1955	BUILDING_DESC	MP22_mountain-buffet	0	A mountain buffet for refreshment when hiking.			
1988	1956	BUILDING_DESC	MP23_Intersection01	0	This four-way clovermill system interchange is best used for large highway junctions. It is a hybrid interchange with features from both the cloverleaf and the windmill interchange types. It occupies a large area and it can handle massive amounts of traffic.			
1988	1957	BUILDING_DESC	MP23_Intersection02	0	The double trumpet is a compact four-way highway junction that is made up of two trumpet interchanges squeezed together. It is no stranger to heavy traffic.			
1988	1958	BUILDING_DESC	MP23_Intersection03	0	This symmetrical three-level stack interchange is ideally suited to connect urban highways on a small footprint in dense built-up areas. All ramps can be upgraded if a higher throughput is required.			
1988	1959	BUILDING_DESC	MP23_Intersection04	0	A slightly more organic version of the classic trumpet interchange. Ideal for rural areas where land availability is less of a concern. It features upgradable ramps so you can freely add that one extra lane that surely is going to fix congestion.			
1988	1960	BUILDING_DESC	MP23_Intersection05	0	The partial cloverleaf, or parclo for short, is a common type of service interchange. The A2 configuration means it has loop ramps for entering the highway and ramps in 2 out of 4 quadrants. This would be considered a B2 parclo in left-hand traffic locations. Ramps can be upgraded.			
1988	1961	BUILDING_DESC	MP23_Intersection06	0	The partial cloverleaf, or parclo for short, is a common type of service interchange. The B2 configuration means it has loop ramps for exiting the highway and ramps in 2 out of 4 quadrants. This would be considered a A2 parclo in left-hand traffic locations. Ramps can be upgraded.			
1988	1962	BUILDING_DESC	MP23_Intersection07	0	The partial cloverleaf, or parclo for short, is a common type of service interchange. The AB2 configuration means it has loop ramps for both entering and exiting the highway as well as ramps in 2 out of 4 quadrants. Ramps can be upgraded if required.			
1988	1963	BUILDING_DESC	MP23_Intersection08	0	The diverging diamond interchange, or DDI, is different. Arterial traffic crosses over to the opposite side of travel at two fixed points. In theory this reduces conflicts compared to the regular diamond interchange. Toggle traffic lights on at the crossover junctions for extra realism.			
1988	1964	BUILDING_DESC	MP23_Intersection09	0	The dogbone interchange is basically just a squished roundabout. The shape means it fits in tighter spots and reduces the number of tunnels or bridges needed to be constructed. It comes with separate pedestrian connections across the junction.			
1988	1965	BUILDING_DESC	MP23_Intersection10	0	A super modular roundabout that you can use for nearly every situation. The roads may be upgraded to increase capacity without breaking the included pedestrian paths and. The roundabout is also especially designed to preserve the zoning grid.			
1988	1966	BUILDING_DESC	MP24_UniqueBuilding01_TownHall	0	A town hall is the centerpiece of your small town. It is the administrative center and important for the town's identity. Visitors will frequently visit the building.			
1988	1967	BUILDING_DESC	MP24_UniqueBuilding02_PublicMarket	0	The local market is where local goods are exchanged (and gossip shared - decide yourself which is more important).			
1988	1968	BUILDING_DESC	MP24_UniqueBuilding03_GeneralStore	0	A mini market that sells everything one could need when the next supermarket is 20 minutes away. 			
1988	1969	BUILDING_DESC	MP24_ServiceBuilding01_PublicLibrary	0	The rural library does not have every book ever made, but is a great alternative for people's internet searches when the area is too rural for good internet coverage. 			
1988	1970	BUILDING_DESC	MP24_ServiceBuilding02_PoliceStation	0	Even the tiniest wild western town needs a Sheriff. The countryside police station has just a couple of Sheriffs to chase those mugs across the fields.			
1988	1971	BUILDING_DESC	MP24_ServiceBuilding03_FireDepartment	0	A quiet rural fire station. It will awake once the first farm, silo or field is on fire.			
1988	1972	BUILDING_DESC	MP24_ServiceBuilding04_MedicalCenter	0	Got kicked by a cow? The rural medical center provides every medical service anyone could require.			
1988	1973	BUILDING_DESC	MP24_ServiceBuilding05_ElementarySchool	0	A small scale elementary school. It doesn't have a high capacity, but is great to give coverage wherever few residents live.			
1988	1974	BUILDING_DESC	MP24_ServiceBuilding06_HighSchool	0	A small scale high school. It doesn't have a high capacity, but is great to give coverage wherever few residents live.			
1988	1975	BUILDING_DESC	10thAnniversary Park	0	Celebrate the 10th birthday of Cities: Skylines!			
1988	1976	BUILDING_DESC	Industry Park	0	A monument to the many industries that help make a city successful.			
1988	1977	BUILDING_DESC	Transport Park	0	Recognize the contribution that public transport makes to the liveability of a city.			
1988	1978	BUILDING_DESC	Football Stadium ITA	0	Build a football stadium to allow your city to have its very own football team! The team plays matches at the stadium and if they are victorious, the city (meaning you) gets a considerable prize sum. Juventus Stadium is the home of Juventus Football Club.			
1988	1979	BUILDING_DESC	Football Stadium ENG	0	Build a football stadium to allow your city to have its very own football team! The team plays matches at the stadium and if they are victorious, the city (meaning you) gets a considerable prize sum. Stamford Bridge is the home of Chelsea FC.			
1988	1980	BUILDING_DESC	Football Stadium ESP	0	Build a football stadium to allow your city to have its very own football team! The team plays matches at the stadium and if they are victorious, the city (meaning you) gets a considerable prize sum. Camp Nou is the home stadium of FC Barcelona.			
1988	1981	BUILDING_DESC	Football Stadium FR	0	Build a football stadium to allow your city to have its very own football team! The team plays matches at the stadium and if they are victorious, the city (meaning you) gets a considerable prize sum. Paris Saint-Germain F.C. calls the Parc des Princes stadium home.			
1988	1982	BUILDING_DESC	High School 8x7	0	A large building for high school students.			
1988	1805	BUILDING_DESC	MP18 Water Tower	0	This unique structure makes use of condensation in the atmosphere to generate a modest amount of water for your city.			
1988	1983	BUILDING_DESC	Unique Building Level 4 9x5	0	An office building for administration. It rivals the Gold Tower			
1988	1984	BUILDING_DESC	Unique Building 24x24	0	Center for scientific and historic research.			
1988	1985	BUILDING_DESC	Luxury Hotel 4x4	0	A luxurious hotel for wealthy citizens and tourists.			
1988	1986	BUILDING_DESC	BNBN_7	0	A luxurious hotel for wealthy citizens and tourists.			
PROPS_TITLE	Game Store Large Billboard 01	PROPS_TITLE	Game Store Large Billboard 01	0	Game Store Large Billboard #1			
1989	Game Store Large Billboard 02	PROPS_TITLE	Game Store Large Billboard 02	0	Game Store Large Billboard #3			
1989	Game Store Large Billboard 03	PROPS_TITLE	Game Store Large Billboard 03	0	Game Store Large Billboard #4			
1989	Game Store Large Billboard 04	PROPS_TITLE	Game Store Large Billboard 04	0	Game Store Large Billboard #2			
1989	Game Store Medium Billboard 01	PROPS_TITLE	Game Store Medium Billboard 01	0	Game Store Medium Billboard #1			
1989	Bamboo Fence 8m	PROPS_TITLE	Bamboo Fence 8m	0	Bamboo Fence #1			
1989	Bamboo Fence Tall 8m	PROPS_TITLE	Bamboo Fence Tall 8m	0	Bamboo Fence #2			
1989	Bamboo Fence Gate	PROPS_TITLE	Bamboo Fence Gate	0	Bamboo Fence Gate			
1989	Asian Garden Decoration 01	PROPS_TITLE	Asian Garden Decoration 01	0	Asian Garden Decoration #1			
1989	Asian Garden Decoration 02	PROPS_TITLE	Asian Garden Decoration 02	0	Asian Garden Decoration #2			
1989	Bonsai Pot 01	PROPS_TITLE	Bonsai Pot 01	0	Bonsai Pot #1			
1989	Bonsai Pot 02	PROPS_TITLE	Bonsai Pot 02	0	Bonsai Pot #2			
1989	Bamboo Pot 01	PROPS_TITLE	Bamboo Pot 01	0	Bamboo Pot #1			
1989	Bamboo Pot 02	PROPS_TITLE	Bamboo Pot 02	0	Bamboo Pot #2			
1989	SteetLampChina	PROPS_TITLE	SteetLampChina	0	Asian Street Light			
1989	Temple lantern 01	PROPS_TITLE	Temple lantern 01	0	Temple Lantern			
1989	Warning Light Red	PROPS_TITLE	Warning Light Red	0	Red Warning Light			
1989	Light Pole Orange	PROPS_TITLE	Light Pole Orange	0	Pole-Mounted Orange Warning Light			
1989	Flood Light Down Blue	PROPS_TITLE	Flood Light Down Blue	0	Blue Wall-Mounted Flood light #1			
1989	Warning Light Orange	PROPS_TITLE	Warning Light Orange	0	Orange Warning Light			
1989	Flood Light White	PROPS_TITLE	Flood Light White	0	White Flood Light			
1989	Light Pole Red	PROPS_TITLE	Light Pole Red	0	Pole-Mounted Red Warning Light			
1989	Flood Light Blue	PROPS_TITLE	Flood Light Blue	0	Blue Flood Light			
1989	Flood Light Down Orange	PROPS_TITLE	Flood Light Down Orange	0	Orange Wall-Mounted Flood Light #1			
1989	Flood Light Wall White	PROPS_TITLE	Flood Light Wall White	0	White Wall-Mounted Flood Light #2			
1989	Flood Light Wall Blue	PROPS_TITLE	Flood Light Wall Blue	0	Blue Wall-Mounted Flood light #2			
1989	Flood Light Wall Orange	PROPS_TITLE	Flood Light Wall Orange	0	Orange Wall-Mounted Flood Light #2			
1989	Flood Light Wall Red	PROPS_TITLE	Flood Light Wall Red	0	Red Wall-Mounted Flood Light #2			
1989	Flood Light Down White	PROPS_TITLE	Flood Light Down White	0	White Wall-Mounted Flood Light #1			
1989	Flood Light Down Red	PROPS_TITLE	Flood Light Down Red	0	Red Wall-Mounted Flood Light #1			
1989	Flood Light Red	PROPS_TITLE	Flood Light Red	0	Red Flood Light			
1989	Flood Light Orange	PROPS_TITLE	Flood Light Orange	0	Orange Flood Light			
