id	index	key	value	value（翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
BUILDING_NAME	1x1_terrace_winter02	2	Bottled Water Bar	天然水バー	
BUILDING_NAME	1x1_terrace_winter02	3	Delicacies On The Store	珍味の店	
BUILDING_NAME	2x2_terrace_winter01	0	Frutti di Mare	フルッティ・ディ・マーレ	
BUILDING_NAME	2x2_terrace_winter01	1	Juice Bar	ジュース・バー	
BUILDING_NAME	2x2_terrace_winter01	2	Coconut Water Ltd.	ココナッツウォーター有限会社	
BUILDING_NAME	2x2_terrace_winter01	3	Seaside Refreshments	シーサイドスナック	
BUILDING_NAME	2x2_terrace_winter02	0	Bottled Water Bar	天然水バー	
BUILDING_NAME	2x2_terrace_winter02	1	Delicacies On The Store	珍味の店	
BUILDING_NAME	2x2_terrace_winter02	2	Frutti di Mare	フルッティ・ディ・マーレ	
BUILDING_NAME	2x2_terrace_winter02	3	Juice Bar	ジュース・バー	
BUILDING_NAME	2x2_Winter_PrivatePool	0	Splish Splash Pool	バシャバシャ・プール	
BUILDING_NAME	2x2_Winter_PrivatePool	1	Cool-off Pool	避暑プール	
BUILDING_NAME	2x2_Winter_PrivatePool	2	Swimming School	スイミングスクール	
BUILDING_NAME	2x2_Winter_PrivatePool	3	Splish Splash Pool	バシャバシャ・プール	
BUILDING_NAME	2x3_winter_nightclub_01	0	Best Nightclub	ベストナイトクラブ	
BUILDING_NAME	2x3_winter_nightclub_01	1	Club Schatten	クラブ・シャッテン	
BUILDING_NAME	2x3_winter_nightclub_01	2	Club de la Creme	クラブ・デ・ラ・クレム	
BUILDING_NAME	2x3_winter_nightclub_01	3	Nightclub Happy Hamster	ハッピーハムスター・ナイトクラブ	
BUILDING_NAME	2x3_winter_nightclub_02	0	Best Nightclub	ベストナイトクラブ	
BUILDING_NAME	2x3_winter_nightclub_02	1	Club Schatten	クラブ・シャッテン	
BUILDING_NAME	2x3_winter_nightclub_02	2	Club de la Creme	クラブ・デ・ラ・クレム	
BUILDING_NAME	2x3_winter_nightclub_02	3	Nightclub Happy Hamster	ハッピーハムスター・ナイトクラブ	
BUILDING_NAME	3x4_winter_nightclub_01	0	Best Nightclub	ベストナイトクラブ	
BUILDING_NAME	3x4_winter_nightclub_01	1	Club Schatten	クラブ・シャッテン	
BUILDING_NAME	3x4_winter_nightclub_01	2	Club de la Creme	クラブ・デ・ラ・クレム	
BUILDING_NAME	3x4_winter_nightclub_01	3	Nightclub Happy Hamster	ハッピーハムスター・ナイトクラブ	
BUILDING_NAME	4x3_winter_hotel01	0	Hotel Hiya	ハイやあホテル	
BUILDING_NAME	4x3_winter_hotel01	1	Grand Hotel	グランド・ホテル	
BUILDING_NAME	4x3_winter_hotel01	2	Night Inn	ナイト・イン	
BUILDING_NAME	4x3_winter_hotel01	3	Fiesta Hotel	フィエスタ・ホテル	
BUILDING_NAME	3x2_Beach restaurant2	0	Surf 'n' Turf	サーフ・アンド・ターフ	
BUILDING_NAME	3x2_Beach restaurant2	1	Restaurant de Mare	レストラン海原	
BUILDING_NAME	3x2_Beach restaurant2	2	The Crab Shack	海が見える店	
BUILDING_NAME	Farming 4x4 Farm	0	Animal Farm	動物農場	
BUILDING_NAME	Farming 4x4 Farm	1	Mary's Livestock	メリーさん畜産	
BUILDING_NAME	Farming 4x4 Farm 2	0	Phil's Fields	フィルズ・フィールズ	
BUILDING_NAME	Farming 4x4 Farm 2	1	The Food Factory	食品工場	
BUILDING_NAME	Farming 4x4 Farm 3	0	Orchard Company	オーチャード・カンパニー	
BUILDING_NAME	Farming 4x4 Farm 3	1	Fruit For All	フルーツフォーオール	
BUILDING_NAME	L3 3x2 Shop01	0	Big Bite Restaurant	ビックバイト・レストラン	
BUILDING_NAME	L3 2x2 Shop02	0	Hyper M Store	ハイパーMストア	
BUILDING_NAME	L3 3x3 Shop06	0	Commercial Center	商業センター	
BUILDING_NAME	L3 1x1 Shop	0	Dino Oil	ディノ石油	
BUILDING_NAME	L2 2x3 Shop03	0	Best Sales Ever	爆安王	
BUILDING_NAME	L1 1x1 Shop	0	Medium Mug Cafe	ミディアムマグ・カフェ	
BUILDING_NAME	H1 4x3 Shop02	0	MegaStore	メガストア	
BUILDING_NAME	H1 4x3 Shop01	0	Commercial Center	商業センター	
BUILDING_NAME	H2 1x1 Shop	0	General Store	雑貨店	
BUILDING_NAME	L1 3x2 Shop01	0	Big Bite Restaurant	ビックバイト・レストラン	
BUILDING_NAME	L1 4x3 Shop02a	0	Big Bite Restaurant	ビックバイト・レストラン	
CHIRP_FIRST_PRISON		0	Great that the city has a prison! That's where the bad guys belong! #criminalactivity #prison	都市に刑務所ができてよかった！悪党どもはそこに入ってろ！ #犯罪 #刑務所	
CHIRP_FIRST_TAXIDEPOT		0	Waiting for the #yellow cabs! #taxicab	ずっと待ってた！ #タクシー だ！	
CHIRP_FIRST_BUSTATION		0	This makes changing line so much easier! #buscruising #publictransportation	乗り換えがずっと楽になったよ。 #バス旅行 #公共交通	
CHIRP_FIRST_LARGEAIRPORT		0	I'm off! So many new flight connections, I have to try them all! #globetrotter #wanderlust	休暇だ！新しくたくさんできた航路を全部試さなくちゃ！ #世界旅行者 #放浪	
CHIRP_FIRST_CARGOHUB		0	Less trucks on the roads and more money to the city! #cargohub	道からトラックが減って、都市にお金が増える！ #貨物ハブ	
CHIRP_FIRST_STABLE		0	I simply love ponies. Lets go to the #stable to ride! #ilovethiscity	ポニー大好き。 みんなも #乗馬クラブ に行こう！ #いい街	
CHIRP_POLICY	Open247	0	Wow, shopping and dining around the clock! Count me in! #commercial #open247	ワオ！ショッピングや食事が四六時中出来るなんて！連れてって！ #商業 #24時間営業	
CHIRP_POLICY	Open247	1	Why would anyone want to go to a restaurant in the middle of the night?! #open247 #WHY	なんでみんな真夜中にレストランへ行きたがるんだろう？ #24時間営業 #不可解	
CHIRP_POLICY	DontTaxLeisure	0	I love the leisure area, I wish I could live there #newhome #letgoofleisure	レジャー地区が大好き、出来たらそこに住みたいくらい。 #新居 #レジャー解放	
CHIRP_POLICY	DontTaxLeisure	1	The leisure area sure is nice! #funfunfun #ilovethiscity #letgoofleisure	この観光地区はマジすごいよ！ #ヤバ楽しい #この町大好き #遊びに行こう	
CHIRP_POLICY	NoLoudNoises	0	Excellent that the leisure buildings close their doors at night and give me a good night's sleep #zzzzzz #nimby	夜中に盛り場が閉まっているのはいいね。おかげでよく眠れる #zzzzzz #深夜営業禁止	
CHIRP_POLICY	NoLoudNoises	1	I want to go out, but everything is closed :( #bored #nimby	遊びに行きたいのにどこもやってない :( #退屈 #深夜営業禁止	
CHIRP_POLICY	SchoolsOut	0	Education is important! Why won't young people enlighten themselves anymore? #educationrocks #schoolsout	教育は重要事項です！なにゆえに若者の研鑽を妨げるのです？ #教育危機 #学校縮小	
CHIRP_POLICY	SchoolsOut	1	Good that the youngsters often choose to work instead of reading musty books in universities. Physical labor is healthy! #health #workworkwork #schoolsout	若い者が大学でカビ臭い本を読むより、働くようになって実にけっこう。肉体労働は体にいい #健康 #もっと働け #学校縮小	
CHIRP_POLICY	OldTown	0	Lovely that there are less cars on the streets, I can enjoy my walk better #oldtown #nocars	車が少なくなって、前より散歩が楽しくなりました。 #古き良き街 #車お断り	
CHIRP_POLICY	OldTown	1	I'm tired of taking detours to avoid the limited areas. I pay for my gas, allow me to choose my own route! #oldtown #nodetours	回り道はもううんざり。ガソリン代払ってるんだから好きに走らせてよ！ #古臭い街 #迂回はこりごり	
CHIRP_POLICY	Tourist	0	Oh no, my neighbourhood now hosts a restaurant and a hotel! #goneforever #tourismspecialization	ご近所がレストランとホテルになった。なんてことだ…。 #さらば隣人よ #観光地化	
CHIRP_POLICY	Tourist	1	What a lovely day for a walk in the park with the tourists ;) #ilovethiscity #tourismspecialization	公園で観光客とそぞろ歩き！なんて素敵な一日かしら ;) #この街大好き #観光特化	
CHIRP_POLICY	Leisure	0	Party all night long! #ilovethiscity #leisurespecialization	朝までパーティー！ #この都市最高 #レジャー特化	
CHIRP_POLICY	Leisure	1	So much noise! I wish everyone would just go home and take a nap. #noisepollution #leisurespecialization	うるさすぎる！ みんな家に帰って寝ればいいのに。 #騒音公害 #レジャー地区	
CHIRP_POLICY	BikeBan	0	Biking is so much more fun on other places than sidewalks! #funbikeride #bikeban	サイクリングは楽しい！歩道以外でならね #楽しいサイクリング #自転車規制	
CHIRP_POLICY	BikeBan	1	Good that those awful bikes are off the sidewalks. I felt like I could be run over any minute! #relief #bikeban	邪魔な自転車が歩道からいなくなってよかった。いつ後ろから来られるか気が気じゃなかったからね。 #安心 #自転車規制	
CHIRP_POLICY	EncourageBiking	0	I never knew biking is so much fun! #encouragebiking	サイクリングがこんなに楽しかったなんて！ #自転車奨励	
CHIRP_POLICY	EncourageBiking	1	My spouse forces me to take the bike instead of our car. I don't want to! #carsrule #encouragebiking	連れ合いが車の代わりに自転車に乗れとしつこい。嫌なものは嫌だ！ #道は車のもの #自転車奨励	
CHIRP_POLICY	DoubleSentences	0	Good that those crooks stay off the streets for longer now!	もうしばらくは、あのごろつきどもを街で見かけなくて済む。	
CHIRP_POLICY	DoubleSentences	1	Are the longer prison sentences really helping? IMHO That is just fixing the symptom, not the cause.	刑期を延長して問題は解決するのでしょうか？ 対症療法にすぎないと思うのですが。	
CHIRP_POLICY	StuddedTires	0	The sound of studs on road is so annoying! Grrr! #studdedtires	道路に響くスパイクの音はとても迷惑！ウガー！ #スパイクタイヤ	
CHIRP_POLICY	StuddedTires	1	Just the other day I almost ran over a squirrel. Thank the maker for studded tires so I was able to stop my car in time! #savetheanimals #studdedtires	先日、もう少しでリスをひいちゃうところでした。間一髪で停車させてくれたスパイクタイヤメーカーに感謝！ #動物を救え #スパイクタイヤ	
CHIRP_POLICY	StuddedTires	2	Studded tires can be so expensive! I wish it didn't snow any more. #snow #studdedtires	スパイクタイヤは高すぎるよ！雪なんかなくなっちゃえばいいのに #雪 #スパイクタイヤ	
CHIRP_POLICY	StuddedTires	3	I love the extra security studded tires bring. Now I know everyone has the chance to control their vehicle in rough conditions! #studdedtires #safetyfirst	私はスパイクタイヤの安心感が大好きです。みんながラフな路面でも車を安全に運転できるからです！ #スパイクタイヤ #安全第一	
CHIRP_POLICY	StuddedTires	4	My new studded tires perform really well! I'm glad I got them #studdedtires #newthings	新しいスパイクタイヤがとてもいい調子！買ってよかった！ #スパイクタイヤ #あたらしモノ	
CHIRP_POLICY	AntiSlip	0	My anti-slip studs have saved me so many times! It's good that they are mandatory #antislipstuds #besafe	スパイクシューズには何度も助けられたよ！これが義務でよかった #スパイクシューズ #ご安全に	
CHIRP_POLICY	AntiSlip	1	These anti-slip studs are so clunky, I almost tripped over them in my own home! #antislipstuds #hoarding	スパイクシューズって不格好だし、自宅でいつもけつまずいちゃう！ #スパイクシューズ #お蔵入り	
CHIRP_POLICY	AntiSlip	2	Anti-slip studs, you say! Yes please, I say! #antislipstuds #yesplease	スパイクシューズ！さあご一緒に！#スパイクシューズ #ハイお願い	
CHIRP_POLICY	AntiSlip	3	Where can I find anti-slip studs? I'm required to have a pair! #antislipstuds #shopping	どこでスパイクシューズが買えるんだろう？一足揃えなくちゃいけないのに！ #スパイクシューズ #ショッピング	
CHIRP_POLICY	ExtraInsulation	0	My house is so nice and warm with the extra insulation! Everyone should install some! #extrainsulation #cozyhome	我が家は素敵で保温力に優れていてあったかい！みんなも導入すべきだね！ #断熱 #居心地の良い家	
CHIRP_POLICY	ExtraInsulation	1	I liked it nice and cool, why does the city want my house to have extra insulation? #coolwayoflife #extrainsulation	私はナイスでクールなのが好みです。なんで市は我が家に断熱材をつけようとするんだろう？ #クールな生き方 #断熱	
CHIRP_POLICY	ExtraInsulation	2	Extra insulation saves me so much money! No more heat leaking outside, now everything stays where it should #extrainsulation	断熱材はとっても節約になります！熱を外に漏らさないために、みんなそこにとどまるべきだね #断熱	
CHIRP_POLICY	ExtraInsulation	3	I feel so hot in buildings with extra insulation! #toohottohandle #extrainsulation	高断熱の建物は私には暑すぎる！ #暑くて世話が焼ける #断熱	
CHIRP_POLICY	ExtraInsulation	4	I bet the city saves plenty of energy with extra insulation. Even my grumpy neighbor had to install some. #extrainsulation	都市が保温でたくさんのエネルギーを節約したのはまちがいありませんでした。私のむっつりとした隣人さえ、いくらか導入したほどです。 #断熱	
CHIRP_POLICY	NoElectricity	0	I feel heat produced by electricity is some much better than any other heat! #noelectricity	電力を使って暖房したほうが他の熱源よりいいと思う！ #非電化	
CHIRP_POLICY	NoElectricity	1	Saving electricity is good for the city! Everyone should use heating to get warm! #noelectricity	節電は都市のためになります！誰でも暖を取るためには暖房を使わなければなりません！ #非電化	
CHIRP_POLICY	NoElectricity	2	Isn't there plenty of electricity left over now that I can't use it for heating? Isn't that dangerous? #noelectricity	暖房に電力を回す余裕がない程度の発電量なの？それってやばくない？ #非電化	
CHIRP_POLICY	NoElectricity	3	I'm liking the heating service. No more wasted electricity! #noelectricity	私は地域暖房が好きです。これ以上電気を無駄にするな！ #非電化	
CHIRP_POLICY	NoElectricity	4	It's always too hot in houses heated with heating service. I want more electricity for heating! #noelectricity	地域暖房で暖められている家っていつも暑すぎです。私は、もっと電気暖房が欲しいです！ #非電化	
CHIRP_POLICY	OnlyElectricity	0	All of that hassle with the heating services is wasted effort, pure electricity works just as well #onlyelectricity	電気だけで全部できるのに、無駄に地域暖房を頑張っても骨折り損だよ #完全電化	
CHIRP_POLICY	OnlyElectricity	1	Oh no, what if I want to heat my house with something else than electricity? #onlyelectricity	うわあ、家を電気以外で暖房するにはどうすればいいの？ #完全電化	
CHIRP_POLICY	OnlyElectricity	2	I like the pure, clean heat produced by electricity. Just my kind of thing! #onlyelectricity	私は純粋で、クリーンな電気をつかった暖房が好きです。ちょうど私みたいに! #完全電化	
CHIRP_POLICY	OnlyElectricity	3	I'd like my heat to come from a Geo Thermal Plant. Pretty please? #onlyelectricity	地熱プラントから暖房を引きたいです。ねえお願い！ #完全電化	
CHIRP_POLICY	OnlyElectricity	4	Simple and fast, I like using electricity for heat! So what if it costs a bit more #onlyelectricity	私は簡単で速い電気暖房が好きです！ちょっとばかりお高くついてもね #完全電化	
CHIRP_POLICY	Forest	0	Thanks @mayor for supporting the timber industry. A huge step towards a greener tomorrow. #industrialboom #greenmoney	@mayor 林業への援助ありがとう。緑ある明日への大きな一歩だよ。 #産業の発展 #グリーンマネー	
CHIRP_POLICY	Forest	1	Why are you cutting down all the trees? I hope our city will not turn into barren wasteland now. #savethetrees #deforestation	市長、なぜあなたはそこら中の木を切りまくっているんだ？ ぼくたちの町が不毛地帯にならないことを願うよ。#木々たちを守れ #乱伐	
CHIRP_POLICY	Farming	0	Way to go @mayor ! IMHO yellow cornfields are a much better sight than dirty factories. #cows #farming #moremoney	でかしましたぞ @mayor！ 私見ですが、汚らしい工場より黄色のトウモロコシ畑のほうがはるかにいい眺めですな。 #牛 #農業 #もっと資金を	
CHIRP_POLICY	Farming	1	Oh, c'mon @mayor ! Doesn't the city board come up with anything more modern than farming? What's next #horse #wagons ?	おい、なんだよ @mayor！ 市議会は農業なんかよりもっと現代的なことを考えないのか？ お次は #馬 か？#荷馬車 か？	
CHIRP_POLICY	Oil	0	Good call @mayor ! Who would use the oil reserves under our city if not us! #industrialboom #moremoney #finderskeepers	いい知らせだ @mayor！ 街に埋まってる油脈を誰が使うんだ！僕ら以外にいない！ #産業の発展 #もっと資金を #見つけたもん勝ち	
CHIRP_POLICY	Oil	1	I'm so sad our city needs to be ruined by those ugly oil pumps. Isn't there already enough oil in... wherever it comes from? #nothanks	あんな醜い油井で街が壊されるなんて悲しすぎる…石油なんて産地に行けばいっぱいあるじゃん…どこか知らないけど #もう結構	
CHIRP_POLICY	Ore	0	@mayor Supporting the ore industry was the right choice. That is just what our city's economy needed! #industrialboom	@mayor 産業を支援するってのは正しい選択だ。なんせ俺達の都市の経済に必要なものなんだからな！ #産業の発展	
CHIRP_POLICY	Ore	1	I do not dig this at all, @mayor. Has anyone considered the ecological impact of mining and how it will ruin our beautiful town? #golddiggers	私はもう採掘なんてしないぞ、@mayor。鉱業が環境に与える影響を考えたことはあるか？ それが我々の美しい町の景観を台無しにすることについては？ #金鉱夫	
CHIRP_POLICY	PowerSaving	0	@powerplant:The new energy meters encourage citizens to conserve #electricity. Benefits are almost instant. #energy #sustainability	@powerplant:新しい電力メーターを #電力 節約のため推奨しています。効果はすぐに出るでしょう。 #エネルギー #持続可能性	
CHIRP_POLICY	PowerSaving	1	Does someone know how much this #energy #meter consumes #electricity ?	だれか #電力 #メーター の消費 #電力 ってわかるかな？	
CHIRP_POLICY	WaterSaving	0	@waterworks takes on water conservation by installing water meters in the district. #sourceoflife #tapwater	@waterworks は地域に水道メーターを設置して水資源を管理するようになった。 #命の源 #水道水	
CHIRP_POLICY	WaterSaving	1	These #water meters are great! I'm saving #money and the #environment at the same time :)	この #水道 メーターは素晴らしいね！ お金も節約できるし、環境も守れる！ :)	
CHIRP_POLICY	SmokeDetectors	0	The city provides #smokedetectors for its residents free of charge! #ilovethiscity #firedepartmentrocks	市が無料で #火災警報機 を住民に提供してくれた！ #私はこの都市が大好きだ #最高の消防	
CHIRP_POLICY	SmokeDetectors	1	My #cat was just saved by a #smokedetector. Thank you @firedepartment !	うちの #ニャン子ちゃん が #火災警報機 のおかげで助かったよー！ @firedepartment ありがとね！	
CHIRP_POLICY	RecreationBoost	0	Feeling #inspired to go enjoy the #greatoutdoors. #parks&rec	何だか #大自然 を楽しみに行きたい気持ちに #触発 されたよ。 #公園&休養	
CHIRP_POLICY	RecreationBoost	1	@mayor Having a clean city with great outdoors opportunities is a privilege! Thanks!	@mayor 大自然に触れる機会がある綺麗な都市に住めるっていうのはまさに特権だね！ ありがとう！	
CHIRP_POLICY	PetBan	0	Saw a sign "No pets allowed". I'm in total dismay! What was the @mayor thinking? #nopuppiesallowed #ihatethiscity	「ペット禁止」のお知らせを見た。絶望した！ @mayorは一体どうしてこんなことを……？ #犬の飼育全面禁止 #この都市サイアク	
CHIRP_POLICY	PetBan	1	No more #dog #poop everywhere! What a #joy! #notopoop	#犬 も #糞 も消え去った！ #やったぜ ！ #糞お断り	
CHIRP_POLICY	Recycling	0	We are finally #recycling! I can't wait to separate all my trash into different piles. Do batteries go with metals? #lifechoices	ついに #リサイクル が出来る！ 私のゴミを別々の山に分別するのが待ち遠しくてたまらないよ。 ところで電池って金属ゴミと一緒でいいのかな？ #人生の選択	
CHIRP_POLICY	Recycling	1	Yes! #recycling is an important step in admitting our impact on nature and the environment! #reduce #carbonfootprint	うん！ #リサイクル は自然と環境への影響を認識するのに重要なステップだ！#リデュース #カーボンフットプリント	
CHIRP_POLICY	SmokingBan	0	@mayor Who are you to say what I can do? What's next? Ban #sandalswithsocks? #notcool #iwantfreedom	@mayor これはいけない、あれはいけないとか何様？次はなんだ？ #靴下でサンダル を禁止しますってか？ #ひでぇ #自由が欲しい	
CHIRP_POLICY	SmokingBan	1	I think this #smokingban is excellent! For a non-smoking bartender like me, this is great!	この #禁煙条例 は素晴らしいと思うよ！ 自分みたいなタバコを吸わないバーテンダーにとってはすごく助かる！	
CHIRP_POLICY	EducationBoost	0	With help from the @mayor, local schools will be up for the Academic Excellence Award. #learningisfun #educationreform	@mayor の援助のおかげで大学が学術優秀賞に選ばれました。 #学習は楽しい #教育改革	
CHIRP_POLICY	EducationBoost	1	@sciencesentinel Great work kiddo! Student invents a revolutionary #3D #printing method	@sciencesentinel よくやったねキミ！ 学生が画期的な #3D #プリンター を発明したぞ。	
CHIRP_POLICY	RecreationalUse	0	Yaman! I is gonna hav a spliff now an take it easy! #itslegalized #THC #aimhigh	ヤーマン！ ちょっくら葉っぱ吸ってくんわ！ じゃあな！ #合法化 #THC #ハイになろうぜ	
CHIRP_POLICY	RecreationalUse	1	The @police department is organizing a #joint task force to #weed out unlicensed coffee shops and medical marijuana retailers.	現在 @police は無許可の医療用マリファナ取扱店舗および「コーヒーショップ」を「除 #草 」するため #ジョイント タスクフォースを編成中の模様です。	
CHIRP_POLICY	FreeTransport	0	@mayor Thank you for the #free #public #transportation! This is great news for the #students and nature alike!	@mayor #公共 #交通 の #無料化 に感謝します！ これは #学生 と自然の両方にとって素晴らしい知らせです！	
CHIRP_POLICY	FreeTransport	1	Anyone interested in a used sedan? Car for sale because of low usage #carforsale #free #publictransport	セダンに興味のある人はいませんか？ あまり使わないので車を売り出しています #車販売 #無料 #公共交通機関	
CHIRP_POLICY	TaxRaiseResLow	0	Higher #taxes? What is this madness? @mayor better have a good explanation for this. #appalled #thanksmayor	#税金 高くなってない？ 何だよこれ滅茶苦茶じゃないか？ @mayor 一体これはどういう事なのかきっちり説明してくれよ。	
CHIRP_POLICY	TaxRaiseResHigh	0	It sure is expensive to live in this area. Hope the @mayor balances the living costs with good #services. #notimpressed	「それ」がこの地域で生きていくのには高過ぎるのは確かだ。@mayor が生活費と良質な #公共サービス のバランスを考えてくれることを願うよ。 #感心しないね	
CHIRP_POLICY	TaxRaiseComLow	0	Small business owner always gets the shaft! I hope we'll have enough customers to keep us afloat. #nomoresales	中小企業の社長はいっつもひどい目にあう！ 倒産しないくらい沢山客が来ないかな… #売上ナシ	
CHIRP_POLICY	TaxRaiseComHigh	0	@mayor goes after the backbone of #consumerism. Here's to hoping this will only be temporary. #downscaling #hightaxes	@mayor は#消費者保護運動 の支持を得ようとしている。これが一時的なものであることを願うほかありませんね。 #経済縮小 #高税率	
CHIRP_POLICY	TaxRaiseOffice	0	@local_government wants to support only the most successful businesses. Not sure if smart or not. #fatcats	@local_goverment は一部の大企業のみ支援するつもりだ。それが賢いのか、そうでないのかはわからないが。 #金持ち	
CHIRP_POLICY	TaxLowerResLow	0	Easy living in the #suburbs. The only thing missing now is an automated grocery delivery network. #greatneighborhood	#郊外 での気楽で素朴な生活。一つだけ足りないのは自動食品配達サービスのみ。 #素敵な環境	
CHIRP_POLICY	TaxLowerResHigh	0	It's surprisingly #affordable living in the city. @mayor is a real #goodguygreg. #lovethecity	ここの税金はクッソ #安い。 @mayor はマジ #いい奴 。 #この都市最高	
CHIRP_POLICY	TaxLowerComLow	0	Great to see so many small businesses thriving in the city. There are some really cool shopping possibilities. #smallbiz #boutiques	街に個人経営のショップが増えているのは嬉しいな。そういう店は思わぬ掘り出し物があったりするんだよ。 #スモールビズ #ブティック	
CHIRP_POLICY	TaxLowerComHigh	0	@mayor favors big retail companies. Let's see how this pans out. #hyped #buymore	@mayor は大規模小売業を奨励している。うまくいくかやってみよう #イイネ #もっと買え	
CHIRP_POLICY	TaxLowerOffice	0	Tech corporations find a #safehaven in the city. To many, #lowtaxes look very inviting. #crushingit #whitecollars	技術企業は #安息の地 を見つけた。多くの人にとって、 #減税 は魅力的だ。 #やったね #ホワイトカラー	
CHIRP_POLICY	SmallBusiness	0	Small local businesses have become a #politicalagenda for the @mayor in the public forum. Shop owners are expecting a boost in sales. #smallbizboost	公開討論会で、地元中小企業が @mayor の #重点政策 に挙がった。商店主たちは、売上高の後押しを期待している。 #中小企業振興	
CHIRP_POLICY	SmallBusiness	1	Finally the policy-makers have understood that small businessess are the backbone of our city's economy! #smallbizboost	ついに政策担当者は、中小企業が私たちの街の経済におけるバックボーンであることを理解したのだ！ #中小企業振興	
CHIRP_POLICY	BigBusiness	0	@mayor rubs elbows with the #fatcats. #lowprices and great sales to be expected. #goneshopping	@mayor は #有力者 と会談を行った。 #低価格 な特売が予想される。 #買い物に行ってきます	
CHIRP_POLICY	BigBusiness	1	It's great that big stores and malls have longer opening hours now and they are open on holidays too!	今や大きな店やショッピングモールは夜遅くまでやってるし、休日だって開店してるんだから素晴らしいよ！	
CHIRP_POLICY	IndustrySpace	0	#scientists have created a space-saving factory design. More efficient #productionlines are being installed as we speak.	#科学者たち は、省スペース型工場の設計を行いました。ちょうど今も、さらに #効率的な生産ライン が設置されています。	
CHIRP_POLICY	IndustrySpace	1	Production rates are record high! #upgradesatwork	生産速度は過去最高だ！ #職場で改善	
CHIRP_POLICY	HighTechHousing	0	Homes of tomorrow, today! The @mayor supporting #smarthomes and bringing the city to the forefront of technical development. #HAL9000	明日の住まいを、今！ @mayor が #スマートホーム を支援し、街に技術開発の最前線をもたらしています。 #HAL9000	
CHIRP_POLICY	HighTechHousing	1	The new #smarthomes are great! I don't even have to choose the clothes I wanna wear as my domestic AI decides for me. #HAL9000	新しい #スマートホーム は素晴らしいです！ 家庭用人工知能が服を決めてくれるので、わざわざ着用したい服を選ぶ必要はありません。 #HAL9000	
CHIRP_POLICY	HighriseBan	0	Thanks to the new building #regulations I will not lose my view to some ugly multi-storey buildings. #livinglow	新しい #建築法規 のおかげで今後は醜い高層建築物に悩まされずに済みそうだ。 #低く生きる	
CHIRP_POLICY	HighriseBan	1	Obviously there is someone in the @local_government who appreciates the #traditional look of our city! #architecture	明らかに @local_government の中の誰かが、我々の都市の #伝統的 な外観を評価しているね！ #建築学	
CHIRP_POLICY	HeavyTrafficBan	0	Thanks @mayor! At last they banned the heavy traffic from my neighborhood. #freshair #peaceandquiet	ありがとう @mayor ! やっと彼らが僕の近所でのトラック通行を禁止してくれたよ。 #新鮮な空気 #平和と平穏	
CHIRP_POLICY	HeavyTrafficBan	1	No more trucks! I can finally #sleep at night and let the #kids #play in the yard! Thanks @mayor #antitrucker	@mayor トラックは不要！ これでぐっすり寝れるし子供とも外で遊べるよ！ ありがとう! #トラック反対	
CHIRP_POLICY	NoHomo	0	Oh no, you mean I can't marry the love of my life? #mayorsucks #samesexmarriageban	あぁ何てこった…私の人生で愛のある結婚は出来ないってことなのか？ #くそったれ市長 #同性婚禁止	
CHIRP_POLICY	NoHomo	1	Where are all the cute girls holding hands? #samesexmarriageban	手をつないでる可愛い女の子たちはどこに行ってしまったの？ #同性婚禁止	
CHIRP_POLICY	NoHomo	2	Where are all the cute guys holding hands? #samesexmarriageban	手をつないでる可愛い男の子たちはどこに行ってしまったの？ #同性婚禁止	
CHIRP_POLICY	AllowWeapons	0	I'm so happy I can always carry my trusty piece when I go out. So much safer! #righttobeararms	オレの得物を肌身離さずどこでも持っていける。これで安全だ！ #武器を持つ権利	
CHIRP_POLICY	AllowWeapons	1	As a #veteran, I do not get it why people need to have the right carry #guns? This just contributes to further #crime and #violence!	#退役軍人 だが、なぜみんな #銃 を持ち歩く権利が必要なのかわからない。 #犯罪 と #暴力 が増えるだけだぞ！	
CHIRP_POLICY	AlligatorBan	0	This is an outrage, where will I put my alligator when I go shopping? #mayorsucks #alligatorbanpolicy	暴挙だ！ じゃあいったいどこに私のワニちゃんを置けば良いんだ？ #クソ市長 #ワニ禁止条例	
CHIRP_POLICY	AlligatorBan	1	Finally, alligators are banned from outside shops! One gnawed on my ankle, those things are vicious #mayorrocks #alligatorbanpolicy	ついにショップの外からワニが排除されたぞ！ あいつは私の足首にかじりついたどう猛なヤツだ #市長最高 #ワニ禁止条例	
CHIRP_POLICY	AlligatorBan	2	#Alligators are pets just like cats and dogs! Just don't go poking them while they are unsupervised. #alligatorgate	#ワニ は猫や犬と同じペットだ！ だから目の届かない時に彼らにちょっかいを出さないで。 #ワニ差別	
CHIRP_NO_PRISONS		0	Why is there so little room in the prisons? Criminals are running around the city freely! #weneedprisons	なんでそんなに刑務所に空きがないの？ 犯罪者が自由に街を走り回ってる！ #刑務所求む	
CHIRP_NO_PRISONS		1	We want a new prison! #prison	新しい #刑務所 をお願いします！	
CHIRP_NO_PRISONS		2	I just saw a criminal be let go as there's no room in the prisons! What is the coming to? #prison	刑務所に空きがなくて犯罪者が釈放されるのを見た！ これから何が起こる？ #刑務所	
