0	ref_name	index	key	value	value(翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）
928	BUILDING_DESC	Cliff 02	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
929	BUILDING_DESC	Cliff 03	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
930	BUILDING_DESC	Cliff 04	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
931	BUILDING_DESC	Cliff 05	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
932	BUILDING_DESC	Cliff 06	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
933	BUILDING_DESC	Cliff 07	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
934	BUILDING_DESC	Cliff 08	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
935	BUILDING_DESC	Cliff 09	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
936	BUILDING_DESC	Cliff 10	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
937	BUILDING_DESC	Cliff 11	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
938	BUILDING_DESC	Cliff 12	0	A natural rock formation with steep cliffs.	切り立った自然の岩壁	1.10.0-f3 にて追加
939	BUILDING_DESC	Rock Formation 01 B	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
940	BUILDING_DESC	Rock Formation 01 C	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
941	BUILDING_DESC	Rock Formation 02 B	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
942	BUILDING_DESC	Rock Formation 02 C	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
943	BUILDING_DESC	Rock Formation 03 B	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
944	BUILDING_DESC	Rock Formation 03 C	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
945	BUILDING_DESC	Rock Formation 04 B	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
946	BUILDING_DESC	Rock Formation 04 C	0	A stylish rock formation.	見事な形をした岩	1.10.0-f3 にて追加
947	BUILDING_DESC	Tree Sapling Green House 01 Winter	0	A small field with rows of planted tree saplings. Tree Sapling Field produce raw forest products. Extractor need to be placed on forest area inside Industry Area.	植林した苗木が並んだ小さな温室です。苗木の温室は林業の原料として原木を生産する採取施設です。この施設は、産業エリア内の森林に配置しなくてはなりません。	1.11.0-f3 にて追加 おそらく英語の原文のほうが間違っています。
948	BUILDING_DESC	Tree Sapling Green House 02 Winter	0	A large field with rows of planted tree saplings. Tree Sapling Field produce raw forest products. Extractor need to be placed on forest area inside Industry Area.	植林した苗木が並んだ大きな温室です。苗木の温室は林業の原料として原木を生産する採取施設です。この施設は、産業エリア内の森林に配置しなくてはなりません。	1.11.0-f3 にて追加 おそらく英語の原文のほうが間違っています。
949	BUILDING_DESC	Crop Field Green House 01 Winter	0	Small Crops Greenhouse can be used to cultivate wheat, potato, corn or cotton. Extractor produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	小さな穀物温室は、小麦、ジャガイモ、トウモロコシ、綿を栽培するのに使用できます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリアの肥沃な土地に配置しなくてはなりません。	1.11.0-f3 にて追加
950	BUILDING_DESC	Crop Field Green House 02 Winter	0	Medium Crops Greenhouse can be used to cultivate wheat, potato, corn or cotton. Extractor produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	中規模の穀物温室は、小麦、ジャガイモ、トウモロコシ、綿を栽培するのに使用できます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリアの肥沃な土地に配置しなくてはなりません。	1.11.0-f3 にて追加
951	BUILDING_DESC	Crop Field Green House 03 Winter	0	Large Crops Greenhouse can be used to cultivate wheat, potato, corn or cotton. Extractor produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	大きな穀物温室は、小麦、ジャガイモ、トウモロコシ、綿を栽培するのに使用できます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリアの肥沃な土地に配置しなくてはなりません。	1.11.0-f3 にて追加
952	BUILDING_DESC	Fruit Field Green House 01 Winter	0	Small Fruit Field can be used to cultivate apples, oranges or pears. Extractor produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	小さな果樹園はリンゴ、梨、オレンジを栽培することができます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
953	BUILDING_DESC	Fruit Field Green House 02 Winter	0	Medium Fruit Field can be used to cultivate apples, oranges or pears. Extractor produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	標準サイズの果樹園はリンゴ、梨、オレンジを栽培することができます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
954	BUILDING_DESC	Fruit Field Green House 03 Winter	0	Large Fruit Field can be used to cultivate apples, oranges or pears. Extractor produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	大きな果樹園はリンゴ、梨、オレンジを栽培することができます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
955	BUILDING_DESC	Post Office 01	0	Post Office offers mail-related services such as acceptance and delivery of letters and parcels. Each Post Office maintains a small fleet of post vans that collect and distribute mail locally.	郵便局は手紙や小包の受け入れや配送などの郵便サービスを提供します。手紙をポストから収集し、地域に配達する郵便バンも管理します。	1.11.0-f3 にて追加
956	BUILDING_DESC	Post Sorting Facility 01	0	Large trucks collect the mail from the local Post Offices and takes it to Post Sorting Facilities. There the mail is sorted into batches for delivery to the addressee locally and outside the city.	大型トラックは地域の郵便局から郵便物を収集し、郵便集配局へ運びます。そこで郵便物は地域の受取人や市外への配送をひとまとめにして仕分けされます。	1.11.0-f3 にて追加
957	BUILDING_DESC	Oneway Toll Booth Medium 01	0	You can apply a fee for using a road or accessing an area by placing a Toll Booth on a road. The cars must pay toll to pass the toll and the fee can be adjusted from the Toll Booths info panel. Toll Booths slow down the traffic as the cars need to stop at the booth to pay for the toll. No pedestrian traffic across Toll Booth.	料金所を道路に設置すると道路の利用や区画への進入に料金をかけることができます。車は料金所を通過する際に通行料金を支払わなくてはなりません。また料金は情報パネルから調整できます。車は通行料金を支払う際に一時停止しなければならないので、渋滞を引き起こす恐れがあります。歩行者は料金所を横断できません。	1.11.0-f3 にて追加
958	BUILDING_DESC	Twoway Toll Booth Medium 01	0	You can apply a fee for using a road or accessing an area by placing a Toll Booth on a road. The cars must pay toll to pass the toll and the fee can be adjusted from the Toll Booths info panel. Toll Booths slow down the traffic as the cars need to stop at the booth to pay for the toll. No pedestrian traffic across Toll Booth.	料金所を道路に設置すると道路の利用や区画への進入に料金をかけることができます。車は料金所を通過する際に通行料金を支払わなくてはなりません。また料金は情報パネルから調整できます。車は通行料金を支払う際に一時停止しなければならないので、渋滞を引き起こす恐れがあります。歩行者は料金所を横断できません。	1.11.0-f3 にて追加
959	BUILDING_DESC	Oneway Toll Booth Large 01	0	You can apply a fee for using a road or accessing an area by placing a Toll Booth on a road. The cars must pay toll to pass the toll and the fee can be adjusted from the Toll Booths info panel. Toll Booths slow down the traffic as the cars need to stop at the booth to pay for the toll. No pedestrian traffic across Toll Booth.	料金所を道路に設置すると道路の利用や区画への進入に料金をかけることができます。車は料金所を通過する際に通行料金を支払わなくてはなりません。また料金は情報パネルから調整できます。車は通行料金を支払う際に一時停止しなければならないので、渋滞を引き起こす恐れがあります。歩行者は料金所を横断できません。	1.11.0-f3 にて追加
960	BUILDING_DESC	Twoway Toll Booth Large 01	0	You can apply a fee for using a road or accessing an area by placing a Toll Booth on a road. The cars must pay toll to pass the toll and the fee can be adjusted from the Toll Booths info panel. Toll Booths slow down the traffic as the cars need to stop at the booth to pay for the toll. No pedestrian traffic across Toll Booth.	料金所を道路に設置すると道路の利用や区画への進入に料金をかけることができます。車は料金所を通過する際に通行料金を支払わなくてはなりません。また料金は情報パネルから調整できます。車は通行料金を支払う際に一時停止しなければならないので、渋滞を引き起こす恐れがあります。歩行者は料金所を横断できません。	1.11.0-f3 にて追加
961	BUILDING_DESC	Cargo Airport 01	0	An airport specialized in handling large amounts of cargo instead of passengers. Cargo hangars and loading platforms for trucks allow the goods to be transported smoothly in and out of the Cargo Airport.	乗客ではなく、大量の貨物を扱うことに特化した空港です。トラックのための貨物ハンガーと荷台があって、貨物空港から、商品をスムーズに市内または市外へ搬送できます。	1.11.0-f3 にて追加
962	BUILDING_DESC	Cargo Airport Hub 01	0	A large airport specialized in handling large amounts of cargo instead of passengers. Cargo hangars and loading platforms for trucks and trains allow the goods to be transported smoothly in and out of the Cargo Airport Hub.	乗客ではなく、大量の貨物を扱うことに特化した巨大空港です。トラックや鉄道のための貨物ハンガーと荷台があって、貨物空港ハブから、商品をスムーズに市内または市外へ搬送できます。	1.11.0-f3 にて追加
963	BUILDING_DESC	Bakery 01	0	Who wouldn’t love the delicious smell of a freshly baked donuts early in the morning. Bakery produces tasty Go Nuts Donuts and takes care of the curves of your citizens. The Bakery requires Animal Products, Crops and Flour special goods to produce its tasty pastries. Unique Factories can be placed outside Industry Area.	早朝に焼きたてドーナツの美味しい香りがするのはみんな大好き。製菓工場は、美味しい Go Nuts ドーナツを生産して、市民の曲線美を保護します。製菓工場には、美味しい焼き菓子を生産するために、特殊製品 (畜産物、小麦粉) と原料 (農作物) が必要です。ユニーク工場は産業エリアでなくとも設置できます。	1.11.0-f3 にて追加
964	BUILDING_DESC	Lemonade Factory 01	0	Yaxu – it’s like a hug in a can! Lemonade Factory produces sweet and energizing Yaxu beverages in a variety of different tastes. Crops and Glass special goods are needed to produce these drinks. Unique Factories can be placed outside Industry Area.	Yaxu — ぎゅうっと抱きしめられているような心地！レモネード工場では、さまざまな味の清涼飲料水を生産しています。レモネード工場では、レモネードを生産するために、原料 (農作物) と特殊製品 (ガラス) を必要とします。ユニーク工場は産業エリアでなくても設置できます。	1.11.0-f3 にて追加 a hug in a can は、直訳すると「缶詰入りの抱擁」
965	BUILDING_DESC	Food Factory 01	0	Hermann is the hero of all the hungry people. Hermann’s Quality Foods offers a wide selection of convenience food products. The Food Factory requires Animal Products, Flour, Paper and Plastic special goods to produce the food products. Unique Factories can be placed outside Industry Area.	Hermann 社はお腹を空かせた人たち全てのヒーローです。Hermann's Quality Foods は簡便な食料品を手広く取り扱っています。食品工場には、食料品を生産するために、特殊製品 (畜産物、小麦粉、紙、プラスチック) が必要です、ユニーク工場は産業エリアでなくても設置できます。	1.11.0-f3 にて追加
966	BUILDING_DESC	Clothing Factory 01	0	Pernu Apparel is a clothing brand known for its high quality materials and flawless fashion sense. The Clothing Factory needs Animal Products, Crops and Plastic special goods to produce the Pernu Apparel quality clothing. Unique Factories can be placed outside Industry Area.	Pernu Apparel は、高品質な素材と完璧なファッションセンスで著名な衣料品ブランドです。衣料品工場には、Pernu Apparel の高品質衣料を生産するために、農作物と特殊製品 (畜産物、プラスチック)が必要です。ユニーク工場は産業エリアでなくても設置できます。	1.11.0-f3 にて追加
967	BUILDING_DESC	Furniture Factory 01	0	WoodVision is a furniture manufacturer known for its innovative design and distinctive style. The WoodVision Furniture Factory requires Planed Timber and Paper special goods to manufacture their valued products. Unique Factories can be placed outside Industry Area.	WoodVision 社は、革新的なデザインと独創的な造形で知られる家具メーカーです。WoodVision 家具工場は、高級家具を生産するために、特殊製品　(製材、紙) が必要です。ユニーク工場は産業エリアでなくても設置できます。	1.11.0-f3 にて追加
968	BUILDING_DESC	Modular House Factory 01	0	Little Boxes has revolutionized modular house building with their patented house manufacturing methods. To produce their innovative housing solutions the Little Boxes Modular House Factory needs Planed Timber, Plastic, Glass and Metals special goods. Unique Factories can be placed outside Industry Area.	Little Boxes 社は、特許取得済みの住宅製造方法でモジュラー住宅に革命を起こしました。 彼らの革新的な住宅ソリューションを生み出すために、Little Boxes モジュラー住宅工場は、特殊製品 (製材、プラスチック、ガラス、金属) を必要とします。ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
969	BUILDING_DESC	Soft Paper Factory 01	0	North Acre Paper products are ubiquitous. Their printer paper, tissue paper and toilet paper save many situations on daily basis at homes, offices and workshops. The North Acre Soft Paper Factory needs Crops, Paper, Petroleum and Plastic special goods to manufacture the paper products. Unique Factories can be placed outside Industry Area.	North Acre Paper 社の製品はどこにでもあります。 プリンタ用紙、ティシュペーパー、トイレットペーパーは、家庭、オフィス、ワークショップで毎日消費されます。 North Acre Soft Paper 工場では紙製品を製造するために、特殊製品 (紙、石油、プラスチック) と原料 (農作物) が必要です。 ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
970	BUILDING_DESC	Printing Press 01	0	Lassoloc Press is a full service printer that offers a vast array of printing services from book printing to business cards and posters. The Printing Press needs Paper and Plastic special goods for to manufacture the printer products. Unique Factories can be placed outside Industry Area.	Lassoloc Press 社は、書籍印刷から名刺やポスターまで、幅広い印刷サービスを提供するフルサービスの印刷業者です。 印刷工場では、印刷製品を製造するために、特殊製品 (紙、プラスチック) が必要です。 ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
971	BUILDING_DESC	Toy Factory 01	0	Tiny Toys produces a wide variety of toys for children of all ages. The Toy Factory requires Paper, Planed Timber and Plastic special goods for the manufacturing. Unique Factories can be placed outside Industry Area.	Tiny Toys 社はすべての子供と、子供の心を持った人々のために幅広い種類の玩具を生産しています。玩具工場は、生産に特殊製品 (製材、プラスチック) を必要とします。ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
972	BUILDING_DESC	Household Plastic Factory 01	0	TekkVinyl household plastics are renown for their durability and practical design. The Household Plastic Factory requires Petroleum and Plastic special goods for the manufacturing of household plastic products. Unique Factories can be placed outside Industry Area.	TekkVinyl 社の家庭用プラスチック製品は、その耐久性と実用的なデザインで知られています。 家庭用プラスチック工場では、家庭用プラスチック製品の製造には特殊製品 (石油、プラスチック) が必要です。 ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
973	BUILDING_DESC	Sneaker Factory 01	0	SneakeRidge is a rising sneaker brand combining the classic fashion aesthetics with ergonomic and vegan-friendly barefoot shoe design. The Sneaker Factory needs Crops, Paper, Petroleum and Plastic special goods to manufacture sneakers. Unique Factories can be placed outside Industry Area.	SneakeRidgeは、従来のファッションの美しさと人間工学的で完全な裸足の靴のデザインを組み合わせた、動物製品の利用を嫌う人にも安心な高級スニーカーブランドです。 スニーカー工場では、スニーカーを製造するために特殊製品 (紙、石油、プラスチック) と原料 (農作物) が必要です。 ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
974	BUILDING_DESC	Petroleum Refinery 01	0	Grantco Petroleum Refinery produces a wide range of different petroleum products and fuels. The refining process requires Petroleum, Plastic and Metals special goods to manufacture and store the refined petroleum products. Unique Factories can be placed outside Industry Area.	Grantco 石油精製所は、様々な石油製品と燃料を幅広く生産しています。 精製プロセスでは、精製石油製品を製造し貯蔵するために、特殊製品 (石油、プラスチック、金属) を必要とします。 ユニーク工場は、産業エリアでなくても設置できます。	1.11.0-f3 にて追加
975	BUILDING_DESC	Car Factory 01	0	Jubilee Car Factory brings you the cars of the future. Dozens of cars are manufactured daily at the Car Factory assembly lines. Animal Products, Plastic, Glass and Metals special goods are needed to manufacture these affordable quality cars. Unique Factories can be placed outside Industry Area.	Jubilee 自動車工場は、車の未来を見せてくれます。毎日、自動車工場の組み立てラインで数多くの車が製造されています。お手頃な価格の高品質自動車を製造するために、特殊製品 (畜産物、プラスチック、ガラス、金属) が必要です。ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
976	BUILDING_DESC	Dry Dock 01	0	Ocean Port Shipyard is known for its high quality cruise ships that are delivered around the world. Ship construction requires Planed Timber, Plastic, Glass and Metals goods. Unique Factories can be placed outside Industry Area.	Ocean Port 造船所は、世界中に供給されている高品質な巡航船を建造することで有名です。造船には特殊製品 (製材、プラスチック、ガラス、金属) が必要です。ユニーク工場は、産業エリアでなくても設置できます。	1.11.0-f3 にて追加
977	BUILDING_DESC	Electronics Factory 01	0	Lehto Electronics produces electronics from simple house appliances to advanced computer systems. The Electronics Factory requires Plastic, Glass and Metals special goods to manufacture the electronic products. Unique Factories can be placed outside Industry Area.	Lehtoエレクトロニクスはシンプルな家電製品から先進的なコンピューターシステムのためのエレクトロニクス製品を生産しています。電気機器製品の製造には、特殊製品 (プラスチック、ガラス、金属) を必要とします。ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
978	BUILDING_DESC	Industrial Steel Plant 01	0	PaulCo Industrial Steel Plant produces machine parts, tools and other industrial-grade steel products. Industrial Steel Plant needs Metals special goods for the production and packaging. Unique Factories can be placed outside Industry Area.	PaulCo工業用鋼プラントは、機械部品、工具、その他の工業用鋼製品を生産しています。工業用鋼プラントは、生産と梱包のために鉱業の特殊製品 (金属) を必要とします。ユニーク工場は、産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
979	BUILDING_DESC	Warehouse Yard 01	0	A fenced yard for storing goods and products. A warehouse has three different operating modes: fill, empty and balanced (default). On Balanced mode the warehouse will operate based on the current demand. The operating mode can be adjusted from the building’s info panel.	商品や製品を保管するための柵で区切られた土地です。満杯にする、空にする、バランス重視 (デフォルト) の3つの異なる動作モードがあります。バランス重視モードでは、現在の需要に基づいて動作します。動作モードは建物の情報パネルから調節することができます。	1.11.0-f3 にて追加
980	BUILDING_DESC	Small Warehouse 01	0	A small warehouse for storing goods and products. A warehouse has three different operating modes: fill, empty and balanced (default). On Balanced mode the warehouse will operate based on the current demand. The operating mode can be adjusted from the building’s info panel.	商品や製品を保管するための小さな倉庫です。満杯にする、空にする、バランス重視 (デフォルト) の3つの異なる動作モードがあります。バランス重視モードでは、現在の需要に基づいて動作します。動作モードは建物の情報パネルから調節することができます。	1.11.0-f3 にて追加
981	BUILDING_DESC	Medium Warehouse 01	0	A medium warehouse for storing goods and products. A warehouse has three different operating modes: fill, empty and balanced (default). On Balanced mode the warehouse will operate based on the current demand. The operating mode can be adjusted from the building’s info panel.	商品や製品を保管するための倉庫です。満杯にする、空にする、バランス重視 (デフォルト) の3つの異なる動作モードがあります。バランス重視モードでは、現在の需要に基づいて動作します。動作モードは建物の情報パネルから調節することができます。	1.11.0-f3 にて追加
982	BUILDING_DESC	Large Warehouse 01	0	A large warehouse for storing goods and products. A warehouse has three different operating modes: fill, empty and balanced (default). On Balanced mode the warehouse will operate based on the current demand. The operating mode can be adjusted from the building’s info panel.	商品や製品を保管するための大きな倉庫です。満杯にする、空にする、バランス重視 (デフォルト) の3つの異なる動作モードがあります。バランス重視モードでは、現在の需要に基づいて動作します。動作モードは建物の情報パネルから調節することができます。	1.11.0-f3 にて追加
983	BUILDING_DESC	Farm Main Building Level 1	0	Farm Main Building sets an unassigned Industry Area’s type to Farming and allows its level progression. It also works as the Industry Area’s Headquarter for city service vehicles.	農業本館は、未指定の産業エリアのタイプを農業に設定し、エリアのレベルアップを可能にします。また、都市サービス車両のための本部としても機能します。	1.11.0-f3 にて追加
984	BUILDING_DESC	Farm Main Building Level 2	0	Farm Main Building sets an unassigned Industry Area’s type to Farming and allows its level progression. It also works as the Industry Area’s Headquarter for city service vehicles.	農業本館は、未指定の産業エリアのタイプを農業に設定し、エリアのレベルアップを可能にします。また、都市サービス車両のための本部としても機能します。	1.11.0-f3 にて追加
985	BUILDING_DESC	Farm Main Building Level 3	0	Farm Main Building sets an unassigned Industry Area’s type to Farming and allows its level progression. It also works as the Industry Area’s Headquarter for city service vehicles.	農業本館は、未指定の産業エリアのタイプを農業に設定し、エリアのレベルアップを可能にします。また、都市サービス車両のための本部としても機能します。	1.11.0-f3 にて追加
986	BUILDING_DESC	Farm Workers Barracks 01	0	Workers’ barracks increases the work efficiency of the workers in the Industry Area. Each building increases the Work efficiency by 5% up to the maximum of 100%. Auxiliary building need to be placed inside Industry Area.	労働者宿舎は、その産業エリアにおける労働者の作業効率を上昇させます。建物一つにつき作業効率が5%ずつ上昇し、最大100%まで上昇可能です。産業エリア内に建設されている必要があります。	1.11.0-f3 にて追加
987	BUILDING_DESC	Farm Maintenance Building 01	0	Maintenance Buildings take care of industrial buildings increasing their utilization rate and reducing wastage. Each maintenance building increases the storage capacity of industrial buildings by 5%. Auxiliary building need to be placed inside Industry Area.	管理棟は産業施設を管理し、稼働率を上昇させ廃棄物を減らします。管理ビル一つにつき、産業施設における貯蔵量を5%上昇させます。産業エリア内に建設されている必要があります。	1.11.0-f3 にて追加
988	BUILDING_DESC	Crop Field Wheat 01	0	A crop field used for cultivation of wheat.	この農地は小麦の栽培に使われています。	1.11.0-f3 にて追加
989	BUILDING_DESC	Crop Field Wheat 02	0	A crop field used for cultivation of wheat.	この農地は小麦の栽培に使われています。	1.11.0-f3 にて追加
990	BUILDING_DESC	Crop Field Wheat 03	0	A crop field used for cultivation of wheat.	この農地は小麦の栽培に使われています。	1.11.0-f3 にて追加
991	BUILDING_DESC	Crop Field Potato 01	0	A crop field used for cultivation of potato.	この農地はジャガイモの栽培に使われています。	1.11.0-f3 にて追加
992	BUILDING_DESC	Crop Field Potato 02	0	A crop field used for cultivation of potato.	この農地はジャガイモの栽培に使われています。	1.11.0-f3 にて追加
993	BUILDING_DESC	Crop Field Potato 03	0	A crop field used for cultivation of potato.	この農地はジャガイモの栽培に使われています。	1.11.0-f3 にて追加
994	BUILDING_DESC	Crop Field Corn 01	0	Small Crop Field can be used to cultivate wheat, potato, corn or cotton. All extractor variations produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	小さな農地では、小麦、ジャガイモ、トウモロコシ、綿花を栽培できます。この施設はこれらから農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
995	BUILDING_DESC	Crop Field Corn 02	0	Medium Crop Field can be used to cultivate wheat, potato, corn or cotton. All extractor variations produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	中くらいの農地では、小麦、ジャガイモ、トウモロコシ、綿花を栽培できます。この施設はこれらから農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
996	BUILDING_DESC	Crop Field Corn 03	0	Large Crop Field can be used to cultivate wheat, potato, corn or cotton. All extractor variations produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	大きな農地では、小麦、ジャガイモ、トウモロコシ、綿花を栽培できます。この施設はこれらから農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
997	BUILDING_DESC	Crop Field Cotton 01	0	A crop field used for cultivation of cotton.	この農地は綿の栽培に使われています。	1.11.0-f3 にて追加
998	BUILDING_DESC	Crop Field Cotton 02	0	A crop field used for cultivation of cotton.	この農地は綿の栽培に使われています。	1.11.0-f3 にて追加
999	BUILDING_DESC	Crop Field Cotton 03	0	A crop field used for cultivation of cotton.	この農地は綿の栽培に使われています。	1.11.0-f3 にて追加
1000	BUILDING_DESC	Crop Field Green House 01	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加
1001	BUILDING_DESC	Crop Field Green House 02	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加
1002	BUILDING_DESC	Crop Field Green House 03	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加
1003	BUILDING_DESC	Fruit Field Apple 01	0	Small Fruit Field can be used to cultivate apples, oranges or pears. All extractor variations produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	小さな果樹園はリンゴ、梨、オレンジを栽培することができます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
1004	BUILDING_DESC	Fruit Field Apple 02	0	Medium Fruit Field can be used to cultivate apples, oranges or pears. All extractor variations produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	中くらいの果樹園はリンゴ、梨、オレンジを栽培することができます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
1005	BUILDING_DESC	Fruit Field Apple 03	0	Large Fruit Field can be used to cultivate apples, oranges or pears. All extractor variations produce farming raw materials – crops. Extractor need to be placed on fertile land inside Industry Area.	大きな果樹園はリンゴ、梨、オレンジを栽培することができます。この施設は農業の原料（農作物）を生産する採取施設です。この施設は、産業エリア内の肥沃な土地に配置する必要があります。	1.11.0-f3 にて追加
1006	BUILDING_DESC	Fruit Field Orange 01	0	A fruit plantation used for cultivation of oranges.	この果樹園はオレンジの栽培に使われています。	1.11.0-f3 にて追加
1007	BUILDING_DESC	Fruit Field Orange 02	0	A fruit plantation used for cultivation of oranges.	この果樹園はオレンジの栽培に使われています。	1.11.0-f3 にて追加
1008	BUILDING_DESC	Fruit Field Orange 03	0	A fruit plantation used for cultivation of oranges.	この果樹園はオレンジの栽培に使われています。	1.11.0-f3 にて追加
1009	BUILDING_DESC	Fruit Field Pear 01	0	A fruit plantation used for cultivation of pears.	この果樹園は梨の栽培に使われています。	1.11.0-f3 にて追加
1010	BUILDING_DESC	Fruit Field Pear 02	0	A fruit plantation used for cultivation of pears.	この果樹園は梨の栽培に使われています。	1.11.0-f3 にて追加
1011	BUILDING_DESC	Fruit Field Pear 03	0	A fruit plantation used for cultivation of pears.	この果樹園は梨の栽培に使われています。	1.11.0-f3 にて追加
1012	BUILDING_DESC	Fruit Field Green House 01	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加
1013	BUILDING_DESC	Fruit Field Green House 02	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加
1014	BUILDING_DESC	Fruit Field Green House 03	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加
1015	BUILDING_DESC	Barn 01	0	A barn building used for storing the farming industry raw materials - crops. Storage building can be placed outside Industry Area.	農業の原料（農作物）を保管する貯蔵施設です。この建物は産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
1016	BUILDING_DESC	Barn 02	0	A large barn building used for storing farming industry raw materials - crops. Storage building can be placed outside Industry Area.	農業の原料（農作物）を保管する大きな貯蔵施設です。この建物は産業エリアでなくても設置することができます。	1.11.0-f3 にて追加
1017	BUILDING_DESC	Grain Silo 01	0	A simple grain silo used for storing farming industry raw materials – crops. Storage building can be placed outside Industry Area.	農業の原料（農作物）を保管する簡素な飼料サイロです。この建物は産業エリアでなくても配置することができます。	1.11.0-f3 にて追加
1018	BUILDING_DESC	Grain Silo 02	0	A large grain silo used for storing farming industry raw materials – crops. Storage building can be placed outside Industry Area.	農業の原料（農作物）を保管する大きな飼料サイロです。この建物は産業エリアでなくても配置することができます。	1.11.0-f3 にて追加
