0	ref_name	index	key	value	value(翻訳）	備考: 翻訳に改行が含まれているとロケール作成時にエラーになります。改行を入れないよう注意して下さい。（注：ゲーム内の改行は\nと書く）	更新日
1290	BUILDING_SHORT_DESC	Fishing Cabin 02	0	A small cabin that can accommodate a small group of fishers, kayakers or hikers.	釣りやカヤック、ハイキングを楽しむグループのための小屋です。	1.10.0-f3 にて追加	
1291	BUILDING_SHORT_DESC	Park Maintenance Building	0	Park Maintenance Building is a facility where the park maintenance vehicles are stored and maintained.	パーク整備事務所はパーク整備作業車を収容、運用する施設です。	1.10.0-f3 にて追加	
1292	BUILDING_SHORT_DESC	Sightseeing Bus Depot	0	Sightseeing buses are stored and maintained in this facility.	観光バスはこの施設に格納され、メンテナンスを受けます。	1.10.0-f3 にて追加	
1293	BUILDING_SHORT_DESC	City Arch	0	A monumental gate that spans over a road.	道路にまたがった巨大な門です。	1.10.0-f3 にて追加	
1294	BUILDING_SHORT_DESC	Clock Tower	0	A tall and impressive clock tower which helps the citizens to stick to their schedules	背が高くて印象的な時計台です。市民が時間を守る助けになります。	1.10.0-f3 にて追加	
1295	BUILDING_SHORT_DESC	Old Market Street	0	The Old Market Street is an atmospheric street with traditional small shops and boutiques.	オールドマーケットストリートは、伝統的な店やブティックが並ぶ、雰囲気のある路地です。	1.10.0-f3 にて追加	
1296	BUILDING_SHORT_DESC	Sea Fortress	0	A massive fortress built next to the shore out of stone blocks and brickwork.	石やレンガを積んで作られた、立派な海岸の城塞です。	1.10.0-f3 にて追加	
1297	BUILDING_SHORT_DESC	Observation Tower	0	A tall needle-shaped tower with an observation deck and a restaurant on top of it.	空にそびえる尖塔です。頂上に展望台とレストランがあります。	1.10.0-f3 にて追加	
1298	BUILDING_SHORT_DESC	The Statue Of Colossalus	0	A gigantic statue standing proudly on the shore.	岸辺に誇らしく建てられた、巨大な彫像です。	1.10.0-f3 にて追加	
1299	BUILDING_SHORT_DESC	Castle Of Lord Chirpwick	0	A huge medieval castle is what every significant city needs to have and the Castle of Lord Chirpwick is exactly that.	すべての大都市が欲してやまない中世ヨーロッパ風の巨城。それがこのチャープウィック公の城です。	1.10.0-f3 にて追加	
1300	BUILDING_SHORT_DESC	Hot Air Balloon Tours	0	Hot Air Balloon Tours service stores and maintains hot air balloons	熱気球ツアーサービス社は、熱気球を収容し、維持するための拠点です。	1.10.0-f3 にて追加	
1301	BUILDING_SHORT_DESC	Tree Sapling Green House 01 Winter	0	A greenhouse used for cultivation of tree saplings.	この温室は苗木の栽培に使われています。	1.11.0-f3 にて追加	
1302	BUILDING_SHORT_DESC	Tree Sapling Green House 02 Winter	0	A greenhouse used for cultivation of tree saplings.	この温室は苗木の栽培に使われています。	1.11.0-f3 にて追加	
1303	BUILDING_SHORT_DESC	Crop Field Green House 01 Winter	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加	
1304	BUILDING_SHORT_DESC	Crop Field Green House 02 Winter	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加	
1305	BUILDING_SHORT_DESC	Crop Field Green House 03 Winter	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加	
1306	BUILDING_SHORT_DESC	Fruit Field Green House 01 Winter	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加	
1307	BUILDING_SHORT_DESC	Fruit Field Green House 02 Winter	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加	
1308	BUILDING_SHORT_DESC	Fruit Field Green House 03 Winter	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加	
1309	BUILDING_SHORT_DESC	Post Office 01	0	Post Office offers mail-related services such as acceptance and delivery of letters and parcels.	郵便局は手紙や小包の受け入れや郵送などの郵便サービスを提供しています。	1.11.0-f3 にて追加	
1310	BUILDING_SHORT_DESC	Post Sorting Facility 01	0	Collected mail is sorted into batches for delivery in the Post Sorting Facility.	郵便集配局では郵便物を仕分けして、配達のために仕分けされます。	1.11.0-f3 にて追加	11/6
1311	BUILDING_SHORT_DESC	Oneway Toll Booth Medium 01	0	Toll Booths collect a fee from cars passing the toll. Cars need to stop briefly to pay the toll, causing the traffic to slow down at the toll booths.	料金所はその道路を通行する車から料金を徴収します。車は料金を支払うために短時間停止する必要があるため、料金所で渋滞が発生します。	1.11.0-f3 にて追加	
1312	BUILDING_SHORT_DESC	Twoway Toll Booth Medium 01	0	Toll Booths collect a fee from cars passing the toll. Cars need to stop briefly to pay the toll, causing the traffic to slow down at the toll booths.	料金所はその道路を通行する車から料金を徴収します。車は料金を支払うために短時間停止する必要があるため、料金所で渋滞が発生します。	1.11.0-f3 にて追加	
1313	BUILDING_SHORT_DESC	Oneway Toll Booth Large 01	0	Toll Booths collect a fee from cars passing the toll. Cars need to stop briefly to pay the toll, causing the traffic to slow down at the toll booths.	料金所はその道路を通行する車から料金を徴収します。車は料金を支払うために短時間停止する必要があるため、料金所で渋滞が発生します。	1.11.0-f3 にて追加	
1314	BUILDING_SHORT_DESC	Twoway Toll Booth Large 01	0	Toll Booths collect a fee from cars passing the toll. Cars need to stop briefly to pay the toll, causing the traffic to slow down at the toll booths.	料金所はその道路を通行する車から料金を徴収します。車は料金を支払うために短時間停止する必要があるため、料金所で渋滞が発生します。	1.11.0-f3 にて追加	
1315	BUILDING_SHORT_DESC	Cargo Airport 01	0	An airport specialized in handling large amounts of cargo instead of passengers.	 乗客の代わりに大量の貨物を扱うことを専門とする空港です。	1.11.0-f3 にて追加	
1316	BUILDING_SHORT_DESC	Cargo Airport Hub 01	0	An airport specialized in handling large amounts of cargo instead of passengers. Cargo Airport Hub has an integrated cargo railway station.	乗客の代わりに大量の貨物を扱うことを専門とする空港です。貨物空港ハブには、統合された貨物鉄道駅があります。	1.11.0-f3 にて追加	
1317	BUILDING_SHORT_DESC	Bakery 01	0	Bakery produces the vastly popular and tasty Go Nuts Donuts and requires Animal Products, Crops and Flour to produce its tasty baked products.	製菓工場は、とても人気があって美味しい Go Nuts ドーナツを生産します。美味しい菓子製品を生産するには、牛乳と農作物、小麦粉が必要です。	1.11.0-f3 にて追加	
1318	BUILDING_SHORT_DESC	Lemonade Factory 01	0	Lemonade Factory produces Yaxu beverages in a variety of different tastes. Crops and Glass are needed to produce these energizing drinks.	レモネード工場は、色々な種類の味の Yaxu 飲料を生産しています。これらのエナジードリンクを生産するためには、農作物とガラスが必要です。	1.11.0-f3 にて追加	
1319	BUILDING_SHORT_DESC	Food Factory 01	0	The Food Factory produces a wide selection of convenience food products and other prepared foods for the needs of modern households. The production requires Animal Products, Flour, Paper and Plastic.	食品工場は家庭のニーズに対応した多様な種類のコンビニエンス食品やその他の調理済み食品を生産しています。生産には、畜産物、小麦粉、紙、プラスチックが必要です。	1.11.0-f3 にて追加	
1320	BUILDING_SHORT_DESC	Clothing Factory 01	0	The Clothing Factory produces high quality Pernu Apparel clothing and needs Animal Products, Crops and Plastic for the manufacturing.	Pernu Appeal 社の衣類工場は高品質なアパレル製品を製造します。畜産物、農作物、プラスチックが必要です。	1.11.0-f3 にて追加	
1321	BUILDING_SHORT_DESC	Furniture Factory 01	0	WoodVision Furniture Factory requires Planed Timber and Paper to manufacture their well-designed and stylish furnitures.	WoodVision の家具工場では、デザインのよい、スタイリッシュな家具を製造するために、製材と紙が必要です。	1.11.0-f3 にて追加	
1322	BUILDING_SHORT_DESC	Modular House Factory 01	0	Little Boxes Modular House Factory needs Planed Timber, Plastic, Glass and Metals to manufacture their innovative modular houses.	創造的な住宅部材を製造する、Little Boxes のモジュラーハウス工場です。製材、プラスチック、ガラス、金属が生産に必要です。	1.11.0-f3 にて追加	
1323	BUILDING_SHORT_DESC	Soft Paper Factory 01	0	North Acre Paper soft paper products save many situations on daily basis at homes, offices and workshops. Crops, Paper, Petroleum and Plastic are needed to manufacture the popular North Acre paper products.	North Acre Paper の紙製品工場では家庭やオフィス、工場の日常を便利にする、柔らかな紙製品を生産しています。農作物、紙、石油、プラスチックが生産に必要です。	1.11.0-f3 にて追加	
1324	BUILDING_SHORT_DESC	Printing Press 01	0	Lassoloc Press is a full service printing press and it needs Paper and Plastic for to manufacture the printer products.	Lassaloc Press の印刷工場です。生産には紙とプラスチックが必要です。	1.11.0-f3 にて追加	
1325	BUILDING_SHORT_DESC	Toy Factory 01	0	Tiny Toys produces a wide variety of toys and requires Paper, Planed Timber and Plastic for the manufacturing.	Tiny Toys のおもちゃ工場では、多種多様なおもちゃを生産します。製材とプラスチックが必要です。	1.11.0-f3 にて追加	
1326	BUILDING_SHORT_DESC	Household Plastic Factory 01	0	TekkVinyl Household Plastic Factory, known for its practical design and durable products, requires Petroleum and Plastic for the manufacturing of household plastic products.	TekkVinyl は、実用的なデザインと耐久性で知られるプラスチック製日用品メーカーです。石油とプラスチックが生産に必要です。	1.11.0-f3 にて追加	
1327	BUILDING_SHORT_DESC	Sneaker Factory 01	0	SneakeRidge is a rising sneaker brand combining the classic fashion aesthetics with ergonomic design. The Sneaker Factory needs Crops, Paper, Petroleum and Plastic goods to manufacture sneakers.	SneakeRidge は、伝統的な美学と人間工学的なデザインを融合させた、業界で台頭中のシューズブランドです。スニーカーの生産には農作物、紙、石油、プラスチックが必要です。	1.11.0-f3 にて追加	
1328	BUILDING_SHORT_DESC	Petroleum Refinery 01	0	Grantco Petroleum Refinery produces a wide range of different petroleum products and fuels. The production process requires Petroleum, Plastic and Metals goods.	Grantco 社の石油化学工場では、多岐にわたる石油製品と燃料を製造しています。石油、プラスチック、金属が必要です。	1.11.0-f3 にて追加	
1329	BUILDING_SHORT_DESC	Car Factory 01	0	Jubilee Car Factory manufactures dozens of cars daily at the factory assembly lines. Animal Products, Plastic, Glass and Metals special goods are needed for the production.	Jubilee 自動車工場では、毎日工場の組み立てラインで大量の自動車が製造されています。特殊製品の畜産物とプラスチック、ガラス、金属が生産に必要です。	1.11.0-f3 にて追加	
1330	BUILDING_SHORT_DESC	Dry Dock 01	0	Ocean Port Shipyard builds high quality cruise ships and their construction requires Planed Timber, Plastic, Glass and Metals goods.	Ocean Port Shipyardは、高品質なクルーズ船を生産する造船所です。製材、ガラス、金属が必要です。	1.11.0-f3 にて追加	
1331	BUILDING_SHORT_DESC	Electronics Factory 01	0	Lehto Electronics Factory produces electronics from simple house appliances to advanced computer systems. The production requires Plastic, Glass and Metals.	Lehto Electronics の工場では、シンプルな家電製品から高度なコンピューターシステムまで手広く製造しています。プラスチック、ガラス、金属が生産に必要です。	1.11.0-f3 にて追加	
1332	BUILDING_SHORT_DESC	Industrial Steel Plant 01	0	PaulCo Industrial Steel Plant produces industrial-grade steel products and requires Metals for the production and packaging.	PaulCoの製鋼工場では、工業グレードの鋼材を生産しています。生産と梱包に金属が必要です。	1.11.0-f3 にて追加	
1333	BUILDING_SHORT_DESC	Warehouse Yard 01	0	A fenced yard for storing goods and products.	商品や製造物を野積みする、区切られた更地	1.11.0-f3 にて追加	
1334	BUILDING_SHORT_DESC	Small Warehouse 01	0	A small warehouse for storing goods and products.	商品や製造物を保管する小さな倉庫	1.11.0-f3 にて追加	
1335	BUILDING_SHORT_DESC	Medium Warehouse 01	0	A medium warehouse for storing goods and products.	商品や製造物を保管する中くらいの倉庫	1.11.0-f3 にて追加	
1336	BUILDING_SHORT_DESC	Large Warehouse 01	0	A large warehouse for storing goods and products.	商品や製造物を保管する大きな倉庫	1.11.0-f3 にて追加	
1337	BUILDING_SHORT_DESC	Farm Main Building Level 1	0	Farm Main Building sets an unassigned Industry Area’s type to Farming and works as the Industry Area’s Headquarter for city service vehicles.	農場本館は、未指定の産業エリアのタイプを農場産業に設定し、産業エリアの都市サービス車両の本部としても機能します。	1.11.0-f3 にて追加	
1338	BUILDING_SHORT_DESC	Farm Main Building Level 2	0	Farm Main Building sets an unassigned Industry Area’s type to Farming and works as the Industry Area’s Headquarter for city service vehicles.	農場本館は、未指定の産業エリアのタイプを農場産業に設定し、産業エリアの都市サービス車両の本部としても機能します。	1.11.0-f3 にて追加	
1339	BUILDING_SHORT_DESC	Farm Main Building Level 3	0	Farm Main Building sets an unassigned Industry Area’s type to Farming and works as the Industry Area’s Headquarter for city service vehicles.	農場本館は、未指定の産業エリアのタイプを農場産業に設定し、産業エリアの都市サービス車両の本部としても機能します。	1.11.0-f3 にて追加	
1340	BUILDING_SHORT_DESC	Farm Workers Barracks 01	0	Workers’ barracks increases the work efficiency of the workers in the Industry Area.	労働者宿舎は産業エリアの労働者の労働効率を上昇させます。	1.11.0-f3 にて追加	
1341	BUILDING_SHORT_DESC	Farm Maintenance Building 01	0	Maintenance Buildings take care of industrial buildings increasing their utilization rate and reducing wastage.	管理棟は、施設の稼働率を高めて、廃棄物を削減させることができます。	1.11.0-f3 にて追加	
1342	BUILDING_SHORT_DESC	Crop Field Wheat 01	0	A crop field used for cultivation of wheat.	この農地は小麦の栽培に使われています。	1.11.0-f3 にて追加	
1343	BUILDING_SHORT_DESC	Crop Field Wheat 02	0	A crop field used for cultivation of wheat.	この農地は小麦の栽培に使われています。	1.11.0-f3 にて追加	
1344	BUILDING_SHORT_DESC	Crop Field Wheat 03	0	A crop field used for cultivation of wheat.	この農地は小麦の栽培に使われています。	1.11.0-f3 にて追加	
1345	BUILDING_SHORT_DESC	Crop Field Potato 01	0	A crop field used for cultivation of potato.	この農地はジャガイモの栽培に使われています。	1.11.0-f3 にて追加	
1346	BUILDING_SHORT_DESC	Crop Field Potato 02	0	A crop field used for cultivation of potato.	この農地はジャガイモの栽培に使われています。	1.11.0-f3 にて追加	
1347	BUILDING_SHORT_DESC	Crop Field Potato 03	0	A crop field used for cultivation of potato.	この農地はジャガイモの栽培に使われています。	1.11.0-f3 にて追加	
1348	BUILDING_SHORT_DESC	Crop Field Corn 01	0	A crop field used for cultivation of corn.	この農地はトウモロコシの栽培に使われています。	1.11.0-f3 にて追加	
1349	BUILDING_SHORT_DESC	Crop Field Corn 02	0	A crop field used for cultivation of corn.	この農地はトウモロコシの栽培に使われています。	1.11.0-f3 にて追加	
1350	BUILDING_SHORT_DESC	Crop Field Corn 03	0	A crop field used for cultivation of corn.	この農地はトウモロコシの栽培に使われています。	1.11.0-f3 にて追加	
1351	BUILDING_SHORT_DESC	Crop Field Cotton 01	0	A crop field used for cultivation of cotton.	この農地は綿の栽培に使われています。	1.11.0-f3 にて追加	
1352	BUILDING_SHORT_DESC	Crop Field Cotton 02	0	A crop field used for cultivation of cotton.	この農地は綿の栽培に使われています。	1.11.0-f3 にて追加	
1353	BUILDING_SHORT_DESC	Crop Field Cotton 03	0	A crop field used for cultivation of cotton.	この農地は綿の栽培に使われています。	1.11.0-f3 にて追加	
1354	BUILDING_SHORT_DESC	Crop Field Green House 01	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加	
1355	BUILDING_SHORT_DESC	Crop Field Green House 02	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加	
1356	BUILDING_SHORT_DESC	Crop Field Green House 03	0	A greenhouse used for cultivation of crops and vegetables.	この温室は農作物や野菜の栽培に使われています。	1.11.0-f3 にて追加	
1357	BUILDING_SHORT_DESC	Fruit Field Apple 01	0	A fruit plantation used for cultivation of apples.	この果樹園はリンゴの栽培に使われています。	1.11.0-f3 にて追加	
1358	BUILDING_SHORT_DESC	Fruit Field Apple 02	0	A fruit plantation used for cultivation of apples.	この果樹園はリンゴの栽培に使われています。	1.11.0-f3 にて追加	
1359	BUILDING_SHORT_DESC	Fruit Field Apple 03	0	A fruit plantation used for cultivation of apples.	この果樹園はリンゴの栽培に使われています。	1.11.0-f3 にて追加	
1360	BUILDING_SHORT_DESC	Fruit Field Orange 01	0	A fruit plantation used for cultivation of oranges.	この果樹園はオレンジの栽培に使われています。	1.11.0-f3 にて追加	
1361	BUILDING_SHORT_DESC	Fruit Field Orange 02	0	A fruit plantation used for cultivation of oranges.	この果樹園はオレンジの栽培に使われています。	1.11.0-f3 にて追加	
1362	BUILDING_SHORT_DESC	Fruit Field Orange 03	0	A fruit plantation used for cultivation of oranges.	この果樹園はオレンジの栽培に使われています。	1.11.0-f3 にて追加	
1363	BUILDING_SHORT_DESC	Fruit Field Pear 01	0	A fruit plantation used for cultivation of pears.	この果樹園は梨の栽培に使われています。	1.11.0-f3 にて追加	
1364	BUILDING_SHORT_DESC	Fruit Field Pear 02	0	A fruit plantation used for cultivation of pears.	この果樹園は梨の栽培に使われています。	1.11.0-f3 にて追加	2018/11/11
1365	BUILDING_SHORT_DESC	Fruit Field Pear 03	0	A fruit plantation used for cultivation of pears.	この果樹園は梨の栽培に使われています。	1.11.0-f3 にて追加	2018/11/11
1366	BUILDING_SHORT_DESC	Fruit Field Green House 01	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加	
1367	BUILDING_SHORT_DESC	Fruit Field Green House 02	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加	
1368	BUILDING_SHORT_DESC	Fruit Field Green House 03	0	A greenhouse used for cultivation of fruits.	この温室は果物の栽培に使われています。	1.11.0-f3 にて追加	
1369	BUILDING_SHORT_DESC	Barn 01	0	A barn building used for storing the farming industry raw materials.	農業の原料（農作物）の保管に使用される貯蔵施設です。	1.11.0-f3 にて追加	
1370	BUILDING_SHORT_DESC	Barn 02	0	A large barn building used for storing farming industry raw materials.	農業の原料（農作物）の保管に使用される大きな倉庫です。	1.11.0-f3 にて追加	
1371	BUILDING_SHORT_DESC	Grain Silo 01	0	A simple grain silo used for storing farming industry raw materials.	農業の原料（農作物）を保管する質素な穀物サイロです。	1.11.0-f3 にて追加	
1372	BUILDING_SHORT_DESC	Grain Silo 02	0	A large grain silo used for storing farming industry raw materials.	農業の原料（農作物）を保管する大きな穀物サイロです。	1.11.0-f3 にて追加	
1373	BUILDING_SHORT_DESC	Animal Pasture 01	0	An fenced pasture used for grazing cows.	この牧草地は牛の放牧に使われています。	1.11.0-f3 にて追加	
1374	BUILDING_SHORT_DESC	Animal Pasture 01 Highland Cow	0	An fenced pasture used for grazing highland cows.	この牧草地はハイランド牛の放牧に使われています。	1.11.0-f3 にて追加	
1375	BUILDING_SHORT_DESC	Animal Pasture 01 Pig	0	An fenced pasture used for pigs breeding.	この牧草地は養豚に使われています。	1.11.0-f3 にて追加	
1376	BUILDING_SHORT_DESC	Animal Pasture 01 Sheep	0	An fenced pasture used for grazing sheep.	この牧草地は羊の放牧に使われています。	1.11.0-f3 にて追加	
1377	BUILDING_SHORT_DESC	Animal Pasture 02	0	A large fenced pasture used for grazing cows.	この大きな牧草地は牛の放牧に使われています。	1.11.0-f3 にて追加	
1378	BUILDING_SHORT_DESC	Animal Pasture 02 Highland Cow	0	An fenced pasture used for grazing highland cows.	この牧草地はハイランド牛の放牧に使われています。	1.11.0-f3 にて追加	
1379	BUILDING_SHORT_DESC	Animal Pasture 02 Pig	0	An fenced pasture used for pigs breeding.	この牧草地は養豚に使われています。	1.11.0-f3 にて追加	
1380	BUILDING_SHORT_DESC	Animal Pasture 02 Sheep	0	An fenced pasture used for grazing sheep.	この牧草地は羊の放牧に使われています。	1.11.0-f3 にて追加	
1381	BUILDING_SHORT_DESC	Cattle Shed 01	0	Cattle sheds are used to raise cattle and provide them shelter.	乳牛を育てる牛小屋です。	1.11.0-f3 にて追加	
1382	BUILDING_SHORT_DESC	Slaughter House 01	0	Modern slaughterhouses are hygienic facilities that process slaughtered animals efficiently into various meat products.	動物を解体して畜産物に加工する、衛生的かつ近代的な施設です。	1.11.0-f3 にて追加	
1383	BUILDING_SHORT_DESC	Milking Parlour 01	0	Milking parlors are designed to maximize the production of milk by mechanizing and streamlining the milking process.	生乳をパイプラインで処理施設まで直送する、機械化により効率化された搾乳施設です。	1.11.0-f3 にて追加	
1384	BUILDING_SHORT_DESC	Flour Mill 01	0	Flour mills grind crops into flour and package it for transportation.	製粉工場は農作物を小麦粉に製粉し、運搬用に梱包します。	1.11.0-f3 にて追加	
1385	BUILDING_SHORT_DESC	Forestry Main Building Level 1	0	Forestry Main Building sets an unassigned Industry Area’s type to Forest Industry and works as the Industry Area’s Headquarter for city service vehicles.	林業本館は、未指定の産業エリアのタイプを林業産業に設定し、産業エリアの都市サービス車両の本部としても機能します。	1.11.0-f3 にて追加	
1386	BUILDING_SHORT_DESC	Forestry Main Building Level 2	0	Forestry Main Building sets an unassigned Industry Area’s type to Forest Industry and works as the Industry Area’s Headquarter for city service vehicles.	林業本館は、未指定の産業エリアのタイプを林業産業に設定し、産業エリアの都市サービス車両の本部としても機能します。	1.11.0-f3 にて追加	
1387	BUILDING_SHORT_DESC	Forestry Main Building Level 3	0	Forestry Main Building sets an unassigned Industry Area’s type to Forest Industry and works as the Industry Area’s Headquarter for city service vehicles.	林業本館は、未指定の産業エリアのタイプを林業産業に設定し、産業エリアの都市サービス車両の本部としても機能します。	1.11.0-f3 にて追加	
1388	BUILDING_SHORT_DESC	Forestry Workers Barracks 01	0	Workers’ barracks increases the work efficiency of the workers in the Industry Area.	労働者宿舎は、その産業エリアの労働効率を高めます。	1.11.0-f3 にて追加	
1389	BUILDING_SHORT_DESC	Forestry Maintenance Building 01	0	Maintenance Buildings take care of industrial buildings increasing their utilization rate and reducing wastage.	管理棟は産業施設を管理し、稼働率を上昇させ廃棄物を減らします。	1.11.0-f3 にて追加	
1390	BUILDING_SHORT_DESC	Tree Sapling Field 01	0	A small field with rows of planted tree saplings.	植えられた樹木の苗木の小さな畑。	1.11.0-f3 にて追加	
1391	BUILDING_SHORT_DESC	Tree Sapling Field 02	0	A large field of planted tree saplings.	植えられた樹木の苗木の大きな畑。	1.11.0-f3 にて追加	
1392	BUILDING_SHORT_DESC	Tree Sapling Green House 01	0	A greenhouse used for cultivation of tree saplings.	この温室は苗木の栽培に使われています。	1.11.0-f3 にて追加	
1393	BUILDING_SHORT_DESC	Tree Sapling Green House 02	0	A greenhouse used for cultivation of tree saplings.	この温室は苗木の栽培に使われています。	1.11.0-f3 にて追加	
1394	BUILDING_SHORT_DESC	Tree Plantation Alder 01	0	A small plantation of alder.	広葉樹が植えられた小規模な植栽場です。	1.11.0-f3 にて追加	
1395	BUILDING_SHORT_DESC	Tree Plantation Alder 02	0	A medium sized plantation of alder.	広葉樹が植えられた中規模の植栽場です。	1.11.0-f3 にて追加	
1396	BUILDING_SHORT_DESC	Tree Plantation Alder 03	0	A large plantation of alder.	広葉樹が植えられた大規模な植栽場です。	1.11.0-f3 にて追加	
1397	BUILDING_SHORT_DESC	Tree Plantation Beech 01	0	A small plantation of beech.	落葉樹が植えられた小規模な植栽場です。	1.11.0-f3 にて追加	
1398	BUILDING_SHORT_DESC	Tree Plantation Beech 02	0	A medium sized plantation of beech.	落葉樹が植えられた中規模の植栽場です。	1.11.0-f3 にて追加	
1399	BUILDING_SHORT_DESC	Tree Plantation Beech 03	0	A large plantation of beech.	落葉樹が植えられた大規模な植栽場です。	1.11.0-f3 にて追加	
1400	BUILDING_SHORT_DESC	Tree Plantation Conifer 01	0	A small plantation of conifer.	針葉樹が植えられた小規模な植栽場です。	1.11.0-f3 にて追加	
1401	BUILDING_SHORT_DESC	Tree Plantation Conifer 02	0	A medium sized plantation of conifer.	針葉樹が植えられた中規模の植栽場です。	1.11.0-f3 にて追加	
1402	BUILDING_SHORT_DESC	Tree Plantation Conifer 03	0	A large plantation of conifer.	針葉樹が植えられた大規模な植栽場です。	1.11.0-f3 にて追加	
1403	BUILDING_SHORT_DESC	Log Yard 01	0	A small storage yard for storing raw forest products.	林業の原料を保管する、小規模な倉庫です。	1.11.0-f3 にて追加	
1404	BUILDING_SHORT_DESC	Log Yard 02	0	A large storage yard for storing raw forest products.	林業の原料を保管する、大規模な倉庫です。	1.11.0-f3 にて追加	
1405	BUILDING_SHORT_DESC	Saw Dust Storage 01	0	A storage facility for storing raw forest products	林業の原料を保管する、小規模な倉庫です。	1.11.0-f3 にて追加	
1406	BUILDING_SHORT_DESC	Wood Chip Storage 01	0	A storage facility for storing raw forest products.	林業の原料を保管する、大規模な倉庫です。	1.11.0-f3 にて追加	
1407	BUILDING_SHORT_DESC	Saw Mill 01	0	Sawmills produce planed timber from raw forest products.	製材所は林業の原料から林業の特殊製品 (製材) を生産します。	1.11.0-f3 にて追加	
1408	BUILDING_SHORT_DESC	Engineered Wood Plant 01	0	Engineered wood plants manufacture forestry special good – planed timber.	木質材料プラントは、林業の特殊製品 (製材) を生産します。	1.11.0-f3 にて追加	
1409	BUILDING_SHORT_DESC	Biomass Pellet Plant 01	0	Biomass pellet plants produce forestry special good – paper.	バイオマスペレット工場では、林業の特殊製品 (紙) を生産します。	1.11.0-f3 にて追加	
1410	BUILDING_SHORT_DESC	Pulp Mill 01	0	Pulp Mill produce forestry special good – paper.	製紙工場では、林業の特殊製品 (紙) を生産します。	1.11.0-f3 にて追加	
1411	BUILDING_SHORT_DESC	Oil Industry Main Building Level 1	0	Oil Industry Main Building sets an unassigned Industry Area’s type to Oil Industry and works as the Industry Area’s Headquarter for city service vehicles.	石油産業本館は、未設定の産業エリアの種類を石油産業に設定し、産業エリアの都市サービス車両のための本社として機能します。	1.11.0-f3 にて追加	
1412	BUILDING_SHORT_DESC	Oil Industry Main Building Level 2	0	Oil Industry Main Building sets an unassigned Industry Area’s type to Oil Industry and works as the Industry Area’s Headquarter for city service vehicles.	石油産業本館は、未設定の産業エリアの種類を石油産業に設定し、産業エリアの都市サービス車両のための本社として機能します。	1.11.0-f3 にて追加	
1413	BUILDING_SHORT_DESC	Oil Industry Main Building Level 3	0	Oil Industry Main Building sets an unassigned Industry Area’s type to Oil Industry and works as the Industry Area’s Headquarter for city service vehicles.	石油産業本館は、未設定の産業エリアの種類を石油産業に設定し、産業エリアの都市サービス車両のための本社として機能します。	1.11.0-f3 にて追加	
1414	BUILDING_SHORT_DESC	Oil Industry Workers Barracks 01	0	Workers’ barracks increases the work efficiency of the workers in the Industry Area.	労働者宿舎は、その産業エリアにおける労働者の作業効率を上昇させます。	1.11.0-f3 にて追加	
1415	BUILDING_SHORT_DESC	Oil Industry Maintenance Building 01	0	Maintenance Buildings take care of industrial buildings increasing their utilization rate and reducing wastage.	管理棟は産業施設を管理し、稼働率を上昇させムダを減らします。	1.11.0-f3 にて追加	
1416	BUILDING_SHORT_DESC	Oil Pump 01	0	A single oil pump for extracting oil from an underground reservoir.	地中貯留層から原油を抽出するための単一オイルポンプです。	1.11.0-f3 にて追加	
1417	BUILDING_SHORT_DESC	Oil Pump 02	0	A line of four oil pumps for extracting oil from an underground reservoir.	地中貯留層から原油を抽出するための4つのオイルポンプです。	1.11.0-f3 にて追加	
1418	BUILDING_SHORT_DESC	Oil Drilling Rig 01	0	A small oil drilling rig for extracting oil from an underground reservoir	地中貯留層から原油を抽出するための小型の油田掘削装置です。	1.11.0-f3 にて追加	
1419	BUILDING_SHORT_DESC	Oil Drilling Rig 02	0	A large oil drilling rig for extracting oil from an underground reservoir	地中貯留層から原油を抽出するための大型の油田掘削装置です。	1.11.0-f3 にて追加	
1420	BUILDING_SHORT_DESC	Offshore Oil Drilling Platform 01	0	An oil drilling platform for extracting oil from underwater reservoirs.	水中貯留層から原油を抽出するための油田掘削装置です。	1.11.0-f3 にて追加	
1421	BUILDING_SHORT_DESC	Crude Oil Tank Farm 01	0	A small crude oil storage with pumping station, pipes and four tanks.	ポンプ場、パイプ、4つのタンクを持つ小さな原油貯蔵施設です。	1.11.0-f3 にて追加	
